# Column 1: rr
# Column 2: exponential head
5.000000000000000000e-01 4.225697735534484309e+03
6.250000000000000000e-01 3.666702233403654191e+03
7.500000000000000000e-01 3.165758301679916713e+03
8.750000000000000000e-01 2.716837296458480978e+03
1.000000000000000000e+00 2.314536647290879955e+03
