# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa rho drho ddrho zeta r_seitz
1500
  1.095162808058E-006  1.356316525231E+007 -3.443383816543E+009  8.962453104360E+011 -7.537983299469E-008  6.047651181700E-003
  4.380660827375E-006  1.355185685747E+007 -3.440440472131E+009  8.954736783680E+011 -7.537459818649E-008  6.049332875320E-003
  9.856522843207E-006  1.353303089916E+007 -3.435540499774E+009  8.941890944902E+011 -7.536581224304E-008  6.052136674938E-003
  1.752279683184E-005  1.350671936333E+007 -3.428692285252E+009  8.923937587925E+011 -7.535352811326E-008  6.056064046596E-003
  2.737954996144E-005  1.347296690312E+007 -3.419907535300E+009  8.900907425526E+011 -7.533767910271E-008  6.061117044103E-003
  3.942686859268E-005  1.343183071235E+007 -3.409201244404E+009  8.872839796677E+011 -7.531826847908E-008  6.067298310365E-003
  5.366485828133E-005  1.338338036365E+007 -3.396591652334E+009  8.839782555679E+011 -7.529527881696E-008  6.074611079116E-003
  7.009364377944E-005  1.332769761196E+007 -3.382100192593E+009  8.801791937547E+011 -7.526869134738E-008  6.083059177021E-003
  8.871336903816E-005  1.326487616412E+007 -3.365751431956E+009  8.758932400157E+011 -7.523849209793E-008  6.092647026163E-003
  1.095241972100E-004  1.319502141549E+007 -3.347573001364E+009  8.711276443774E+011 -7.520457801639E-008  6.103379646906E-003
  1.325263106521E-004  1.311825015464E+007 -3.327595518428E+009  8.658904408649E+011 -7.516697421714E-008  6.115262661140E-003
  1.577199109300E-004  1.303469023718E+007 -3.305852501844E+009  8.601904251486E+011 -7.512562912745E-008  6.128302295897E-003
  1.851052188203E-004  1.294448023018E+007 -3.282380278053E+009  8.540371301607E+011 -7.508053231297E-008  6.142505387347E-003
  2.146824743162E-004  1.284776902827E+007 -3.257217880513E+009  8.474407997768E+011 -7.503150589374E-008  6.157879385158E-003
  2.464519366306E-004  1.274471544326E+007 -3.230406941954E+009  8.404123606630E+011 -7.497862554321E-008  6.174432357231E-003
  2.804138842019E-004  1.263548776856E+007 -3.201991580050E+009  8.329633923939E+011 -7.492177315601E-008  6.192172994796E-003
  3.165686146990E-004  1.252026332018E+007 -3.172018276923E+009  8.251060959553E+011 -7.486089390024E-008  6.211110617870E-003
  3.549164450264E-004  1.239922795609E+007 -3.140535752945E+009  8.168532607496E+011 -7.479592782359E-008  6.231255181077E-003
  3.954577113307E-004  1.227257557576E+007 -3.107594835321E+009  8.082182302277E+011 -7.472677609055E-008  6.252617279808E-003
  4.381927690060E-004  1.214050760158E+007 -3.073248321926E+009  7.992148662733E+011 -7.465336915571E-008  6.275208156745E-003
  4.831219927018E-004  1.200323244439E+007 -3.037550840919E+009  7.898575124730E+011 -7.457563010219E-008  6.299039708708E-003
  5.302457763288E-004  1.186096495486E+007 -3.000558706639E+009  7.801609564045E+011 -7.449348890414E-008  6.324124493843E-003
  5.795645330668E-004  1.171392586279E+007 -2.962329772324E+009  7.701403910817E+011 -7.440681308154E-008  6.350475739139E-003
  6.310786953726E-004  1.156234120649E+007 -2.922923280173E+009  7.598113756935E+011 -7.431548753548E-008  6.378107348246E-003
  6.847887149874E-004  1.140644175406E+007 -2.882399709293E+009  7.491897957781E+011 -7.421945216178E-008  6.407033909613E-003
  7.406950629455E-004  1.124646241890E+007 -2.840820622085E+009  7.382918229717E+011 -7.411856738912E-008  6.437270704913E-003
  7.987982295837E-004  1.108264167125E+007 -2.798248509581E+009  7.271338744741E+011 -7.401273327705E-008  6.468833717743E-003
  8.590987245496E-004  1.091522094805E+007 -2.754746636305E+009  7.157325723688E+011 -7.390177603981E-008  6.501739642596E-003
  9.215970768112E-004  1.074444406295E+007 -2.710378885155E+009  7.041047029388E+011 -7.378563628724E-008  6.536005894081E-003
  9.862938346673E-004  1.057055661856E+007 -2.665209602856E+009  6.922671761126E+011 -7.366410751492E-008  6.571650616370E-003
  1.053189565757E-003  1.039380542288E+007 -2.619303446487E+009  6.802369851764E+011 -7.353705207372E-008  6.608692692858E-003
  1.122284857072E-003  1.021443791189E+007 -2.572725231586E+009  6.680311668843E+011 -7.340436493043E-008  6.647151756007E-003
  1.193580314965E-003  1.003270157995E+007 -2.525539782327E+009  6.556667620920E+011 -7.326586189008E-008  6.687048197360E-003
  1.267076565161E-003  9.848843420096E+006 -2.477811784236E+009  6.431607770409E+011 -7.312132272989E-008  6.728403177675E-003
  1.342774252774E-003  9.663109375752E+006 -2.429605639905E+009  6.305301454103E+011 -7.297064260015E-008  6.771238637177E-003
  1.420674042311E-003  9.475743805539E+006 -2.380985328138E+009  6.177916912523E+011 -7.281361801717E-008  6.815577305867E-003
  1.500776617692E-003  9.286988962830E+006 -2.332014266945E+009  6.049620929189E+011 -7.265000820005E-008  6.861442713869E-003
  1.583082682258E-003  9.097084491469E+006 -2.282755180779E+009  5.920578480844E+011 -7.247968094721E-008  6.908859201760E-003
  1.667592958786E-003  8.906266939055E+006 -2.233269972372E+009  5.790952399597E+011 -7.230238464336E-008  6.957851930847E-003
  1.754308189501E-003  8.714769289101E+006 -2.183619599532E+009  5.660903047902E+011 -7.211787141233E-008  7.008446893332E-003
  1.843229136092E-003  8.522820513248E+006 -2.133863957201E+009  5.530588007202E+011 -7.192594493913E-008  7.060670922312E-003
  1.934356579726E-003  8.330645144633E+006 -2.084061765070E+009  5.400161781018E+011 -7.172638681045E-008  7.114551701554E-003
  2.027691321059E-003  8.138462873377E+006 -2.034270461014E+009  5.269775513165E+011 -7.151892596969E-008  7.170117774975E-003
  2.123234180258E-003  7.946488165092E+006 -1.984546100583E+009  5.139576721739E+011 -7.130323522942E-008  7.227398555751E-003
  2.220985997007E-003  7.754929903146E+006 -1.934943262738E+009  5.009709049409E+011 -7.107913958115E-008  7.286424334976E-003
  2.320947630532E-003  7.563991055354E+006 -1.885514962029E+009  4.880312030491E+011 -7.084632325451E-008  7.347226289784E-003
  2.423119959611E-003  7.373868365623E+006 -1.836312567345E+009  4.751520875209E+011 -7.060448362149E-008  7.409836490825E-003
  2.527503882591E-003  7.184752070989E+006 -1.787385727356E+009  4.623466271452E+011 -7.035328986162E-008  7.474287909003E-003
  2.634100317410E-003  6.996825644359E+006 -1.738782302738E+009  4.496274204285E+011 -7.009244155012E-008  7.540614421343E-003
  2.742910201606E-003  6.810265563161E+006 -1.690548305234E+009  4.370065793374E+011 -6.982160305877E-008  7.608850815876E-003
  2.853934492340E-003  6.625241104008E+006 -1.642727843587E+009  4.244957148427E+011 -6.954048456152E-008  7.679032795382E-003
  2.967174166416E-003  6.441914163369E+006 -1.595363076336E+009  4.121059242668E+011 -6.924859714668E-008  7.751196979863E-003
  3.082630220291E-003  6.260439104128E+006 -1.548494171465E+009  3.998477804309E+011 -6.894570385120E-008  7.825380907552E-003
  3.200303670101E-003  6.080962627845E+006 -1.502159272842E+009  3.877313225880E+011 -6.863137741773E-008  7.901623034306E-003
  3.320195551679E-003  5.903623672383E+006 -1.456394473373E+009  3.757660491259E+011 -6.830513750717E-008  7.979962731162E-003
  3.442306920571E-003  5.728553334532E+006 -1.411233794771E+009  3.639609120129E+011 -6.796673325462E-008  8.060440279861E-003
  3.566638852059E-003  5.555874817136E+006 -1.366709173815E+009  3.523243129571E+011 -6.761557153785E-008  8.143096866094E-003
  3.693192441180E-003  5.385703400149E+006 -1.322850454959E+009  3.408641012412E+011 -6.725133614991E-008  8.227974570237E-003
  3.821968802746E-003  5.218146434981E+006 -1.279685389101E+009  3.295875731906E+011 -6.687348097700E-008  8.315116355281E-003
  3.952969071365E-003  5.053303361434E+006 -1.237239638358E+009  3.185014732283E+011 -6.648159366874E-008  8.404566051680E-003
  4.086194401465E-003  4.891265746399E+006 -1.195536786611E+009  3.076119964622E+011 -6.607519247626E-008  8.496368338795E-003
  4.221645967311E-003  4.732117343527E+006 -1.154598355620E+009  2.969247927502E+011 -6.565378797828E-008  8.590568722587E-003
  4.359324963032E-003  4.575934172919E+006 -1.114443826461E+009  2.864449721798E+011 -6.521681305095E-008  8.687213509195E-003
  4.499232602637E-003  4.422784619919E+006 -1.075090666035E+009  2.761771119008E+011 -6.476371700584E-008  8.786349773999E-003
  4.641370120046E-003  4.272729551998E+006 -1.036554358399E+009  2.661252642395E+011 -6.429405716803E-008  8.888025325741E-003
  4.785738769107E-003  4.125822452707E+006 -9.988484406260E+008  2.562929660268E+011 -6.380728111139E-008  8.992288665245E-003
  4.932339823620E-003  3.982109571621E+006 -9.619845429338E+008  2.466832490661E+011 -6.330272197356E-008  9.099188938246E-003
  5.081174577366E-003  3.841630089195E+006 -9.259724327802E+008  2.372986516646E+011 -6.277992539590E-008  9.208775881802E-003
  5.232244344123E-003  3.704416295416E+006 -8.908200626352E+008  2.281412311538E+011 -6.223822610431E-008  9.321099763736E-003
  5.385550457700E-003  3.570493781128E+006 -8.565336211328E+008  2.192125773179E+011 -6.167703615722E-008  9.436211314495E-003
  5.541094271954E-003  3.439881640893E+006 -8.231175872997E+008  2.105138266550E+011 -6.109576510824E-008  9.554161650814E-003
  5.698877160821E-003  3.312592686256E+006 -7.905747875598E+008  2.020456773877E+011 -6.049385577844E-008  9.675002190502E-003
  5.858900518340E-003  3.188633668275E+006 -7.589064552118E+008  1.938084051471E+011 -5.987055907696E-008  9.798784557640E-003
  6.021165758677E-003  3.068005508191E+006 -7.281122920807E+008  1.858018792494E+011 -5.922548347762E-008  9.925560477460E-003
  6.185674316155E-003  2.950703535123E+006 -6.981905320449E+008  1.780255794860E+011 -5.855783663146E-008  1.005538166010E-002
  6.352427645281E-003  2.836717729688E+006 -6.691380061457E+008  1.704786133512E+011 -5.786687920231E-008  1.018829967247E-002
  6.521427220771E-003  2.726032972464E+006 -6.409502089921E+008  1.631597336299E+011 -5.715230070372E-008  1.032436579727E-002
  6.692674537578E-003  2.618629296260E+006 -6.136213661782E+008  1.560673562708E+011 -5.641328795026E-008  1.046363087845E-002
  6.866171110922E-003  2.514482141148E+006 -5.871445024399E+008  1.491995784722E+011 -5.564934617978E-008  1.060614515205E-002
  7.041918476319E-003  2.413562611280E+006 -5.615115102854E+008  1.425541969098E+011 -5.485982989104E-008  1.075195806161E-002
  7.219918189607E-003  2.315837732536E+006 -5.367132188422E+008  1.361287260375E+011 -5.404417924161E-008  1.090111805712E-002
  7.400171826978E-003  2.221270710069E+006 -5.127394626750E+008  1.299204163959E+011 -5.320193820808E-008  1.105367237669E-002
  7.582680985007E-003  2.129821184902E+006 -4.895791503388E+008  1.239262728643E+011 -5.233251570957E-008  1.120966680994E-002
  7.767447280681E-003  2.041445488708E+006 -4.672203324433E+008  1.181430727969E+011 -5.143548571952E-008  1.136914544218E-002
  7.954472351431E-003  1.956096896021E+006 -4.456502690150E+008  1.125673839856E+011 -5.051038884947E-008  1.153215037862E-002
  8.143757855163E-003  1.873725873104E+006 -4.248554959594E+008  1.071955823950E+011 -4.955692688918E-008  1.169872144765E-002
  8.335305470290E-003  1.794280322815E+006 -4.048218904338E+008  1.020238696195E+011 -4.857469674385E-008  1.186889588261E-002
  8.529116895761E-003  1.717705824797E+006 -3.855347349585E+008  9.704829001430E+010 -4.756345806634E-008  1.204270798133E-002
  8.725193851094E-003  1.643945870421E+006 -3.669787801042E+008  9.226474745807E+010 -4.652305285254E-008  1.222018874287E-002
  8.923538076412E-003  1.572942091925E+006 -3.491383056091E+008  8.766902170465E+010 -4.545336563995E-008  1.240136548133E-002
  9.124151332472E-003  1.504634485260E+006 -3.319971797906E+008  8.325678428892E+010 -4.435439755123E-008  1.258626141632E-002
  9.327035400700E-003  1.438961626200E+006 -3.155389171327E+008  7.902361395256E+010 -4.322625684711E-008  1.277489524041E-002
  9.532192083224E-003  1.375860879324E+006 -2.997467339394E+008  7.496501156016E+010 -4.206926224376E-008  1.296728066378E-002
  9.739623202909E-003  1.315268599510E+006 -2.846036019622E+008  7.107641447947E+010 -4.088367909524E-008  1.316342593685E-002
