# 1st line: number of mesh points
# abcissa wavefunction wavefunction_1st wavefunction_2nd
1500
# Principal QN=   5 , l=   1 , Occupation=   2.0000
  1.095162808058E-006  5.957338939771E-004  5.439235290336E+002 -8.182877180909E+004
  4.380660827375E-006  2.382351991007E-003  5.436547446400E+002 -8.178989259148E+004
  9.856522843207E-006  5.358104442980E-003  5.432070517967E+002 -8.172513622521E+004
  1.752279683184E-005  9.520077857110E-003  5.425808717449E+002 -8.163456613491E+004
  2.737954996144E-005  1.486419981966E-002  5.417767932678E+002 -8.151827097532E+004
  3.942686859268E-005  2.138524521462E-002  5.407955717377E+002 -8.137636449179E+004
  5.366485828133E-005  2.907684432436E-002  5.396381278961E+002 -8.120898534156E+004
  7.009364377944E-005  3.793149269214E-002  5.383055463666E+002 -8.101629687599E+004
  8.871336903816E-005  4.794056272629E-002  5.367990739058E+002 -8.079848688423E+004
  1.095241972100E-004  5.909431701843E-002  5.351201173954E+002 -8.055576729901E+004
  1.325263106521E-004  7.138192334751E-002  5.332702415799E+002 -8.028837386483E+004
  1.577199109300E-004  8.479147133474E-002  5.312511665544E+002 -7.999656576966E+004
  1.851052188203E-004  9.930999071310E-002  5.290647650086E+002 -7.968062524045E+004
  2.146824743162E-004  1.149234711708E-001  5.267130592332E+002 -7.934085710369E+004
  2.464519366306E-004  1.316168837242E-001  5.241982178932E+002 -7.897758831154E+004
  2.804138842019E-004  1.493742035728E-001  5.215225525782E+002 -7.859116743484E+004
  3.165686146990E-004  1.681784343867E-001  5.186885141344E+002 -7.818196412377E+004
  3.549164450264E-004  1.880116339715E-001  5.156986887873E+002 -7.775036853737E+004
  3.954577113307E-004  2.088549412556E-001  5.125557940640E+002 -7.729679074307E+004
  4.381927690060E-004  2.306886045397E-001  5.092626745220E+002 -7.682166008743E+004
  4.831219927018E-004  2.534920109477E-001  5.058222972962E+002 -7.632542453932E+004
  5.302457763288E-004  2.772437170143E-001  5.022377474706E+002 -7.580855000697E+004
  5.795645330668E-004  3.019214803427E-001  4.985122232872E+002 -7.527151963008E+004
  6.310786953726E-004  3.275022922656E-001  4.946490312005E+002 -7.471483304859E+004
  6.847887149874E-004  3.539624114366E-001  4.906515807885E+002 -7.413900564947E+004
  7.406950629455E-004  3.812773982833E-001  4.865233795314E+002 -7.354456779298E+004
  7.987982295837E-004  4.094221502462E-001  4.822680274678E+002 -7.293206402002E+004
  8.590987245496E-004  4.383709377297E-001  4.778892117405E+002 -7.230205224214E+004
  9.215970768112E-004  4.680974406899E-001  4.733907010431E+002 -7.165510291567E+004
  9.862938346673E-004  4.985747857821E-001  4.687763399778E+002 -7.099179820172E+004
  1.053189565757E-003  5.297755839910E-001  4.640500433375E+002 -7.031273111360E+004
  1.122284857072E-003  5.616719686647E-001  4.592157903228E+002 -6.961850465338E+004
  1.193580314965E-003  5.942356338772E-001  4.542776187058E+002 -6.890973093912E+004
  1.267076565161E-003  6.274378730382E-001  4.492396189529E+002 -6.818703032464E+004
  1.342774252774E-003  6.612496176740E-001  4.441059283176E+002 -6.745103051328E+004
  1.420674042311E-003  6.956414763021E-001  4.388807249164E+002 -6.670236566753E+004
  1.500776617692E-003  7.305837733208E-001  4.335682217971E+002 -6.594167551604E+004
  1.583082682258E-003  7.660465878391E-001  4.281726610143E+002 -6.516960445978E+004
  1.667592958786E-003  8.019997923711E-001  4.226983077210E+002 -6.438680067900E+004
  1.754308189501E-003  8.384130913191E-001  4.171494442883E+002 -6.359391524250E+004
  1.843229136092E-003  8.752560591748E-001  4.115303644659E+002 -6.279160122107E+004
  1.934356579726E-003  9.124981783644E-001  4.058453675921E+002 -6.198051280645E+004
  2.027691321059E-003  9.501088766700E-001  4.000987528664E+002 -6.116130443763E+004
  2.123234180258E-003  9.880575641572E-001  3.942948136929E+002 -6.033462993577E+004
  2.220985997007E-003  1.026313669544E+000  3.884378321075E+002 -5.950114164955E+004
  2.320947630532E-003  1.064846675944E+000  3.825320732967E+002 -5.866148961217E+004
  2.423119959611E-003  1.103626155932E+000  3.765817802189E+002 -5.781632071166E+004
