# 1st line: number of mesh points
# abcissa wavefunction wavefunction_1st wavefunction_2nd
1000
# Principal QN=   3 , l=   1 , Occupation=   5.0000
  2.462477732966E-006  4.351136931514E-004  1.766881388905E+002 -7.613929501975E+003
  9.849959442330E-006  1.740186344247E-003  1.766318998349E+002 -7.611571781799E+003
  2.216259066178E-005  3.914412927239E-003  1.765382055407E+002 -7.607644173244E+003
  3.940061395432E-005  6.956452594924E-003  1.764071121583E+002 -7.602149561218E+003
  6.156436892224E-005  1.086442997168E-002  1.762386982042E+002 -7.595091979196E+003
  8.865429222131E-005  1.563593696040E-002  1.760330644669E+002 -7.586476603834E+003
  1.206709175794E-004  2.126803506056E-002  1.757903338862E+002 -7.576309748064E+003
  1.576148758184E-004  2.775725819359E-002  1.755106514067E+002 -7.564598852680E+003
  1.994868948811E-004  3.509961603089E-002  1.751941838044E+002 -7.551352476428E+003
  2.462877998613E-004  4.329059781912E-002  1.748411194882E+002 -7.536580284620E+003
  2.980185130383E-004  5.232517669627E-002  1.744516682759E+002 -7.520293036299E+003
  3.546800539158E-004  6.219781449178E-002  1.740260611449E+002 -7.502502569967E+003
  4.162735392647E-004  7.290246700245E-002  1.735645499588E+002 -7.483221787906E+003
  4.828001831694E-004  8.443258973580E-002  1.730674071694E+002 -7.462464639131E+003
  5.542612970792E-004  9.678114411159E-002  1.725349254961E+002 -7.440246100987E+003
  6.306582898628E-004  1.099406041111E-001  1.719674175814E+002 -7.416582159437E+003
  7.119926678676E-004  1.239029633636E-001  1.713652156246E+002 -7.391489788076E+003
  7.982660349828E-004  1.386597426591E-001  1.707286709943E+002 -7.364986925903E+003
  8.894800927067E-004  1.542019978739E-001  1.700581538188E+002 -7.337092453891E+003
  9.856366402179E-004  1.705203282982E-001  1.693540525577E+002 -7.307826170405E+003
  1.086737574451E-003  1.876048853504E-001  1.686167735530E+002 -7.277208765504E+003
  1.192784890174E-003  2.054453816662E-001  1.678467405620E+002 -7.245261794180E+003
  1.303780680078E-003  2.240311005464E-001  1.670443942724E+002 -7.212007648569E+003
  1.419727134858E-003  2.433509057506E-001  1.662101918008E+002 -7.177469529203E+003
  1.540626543307E-003  2.633932516184E-001  1.653446061740E+002 -7.141671415336E+003
  1.666481292416E-003  2.841461935062E-001  1.644481257966E+002 -7.104638034408E+003
  1.797293867468E-003  3.055973985201E-001  1.635212539038E+002 -7.066394830691E+003
  1.933066852148E-003  3.277341565305E-001  1.625645080002E+002 -7.026967933185E+003
  2.073802928647E-003  3.505433914504E-001  1.615784192877E+002 -6.986384122809E+003
