# Reference      Predicted      Error          
-0.22562        -0.24372        0.01810        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
0.00003         0.00000         0.00003        
0.00003         0.00000         0.00003        
0.00003         0.00000         0.00003        
0.00003         0.00000         0.00003        
0.00001         0.00002         0.00001        
0.00001         0.00002         0.00001        
0.00001         0.00002         0.00001        
0.00001         0.00002         0.00001        
-1.11070        -1.04882        0.06189        
1.11070         1.04882         0.06189        
-0.83040        -0.85513        0.02473        
0.83040         0.85510         0.02470        
-0.83040        -0.85509        0.02469        
0.83041         0.85515         0.02475        
-1.11070        -1.04884        0.06187        
1.11070         1.04883         0.06187        
-0.00002        -0.00000        0.00002        
-0.00000        0.00000         0.00001        
-0.00002        -0.00000        0.00002        
-0.00003        -0.00001        0.00003        
-0.00002        -0.00001        0.00000        
-0.00003        -0.00002        0.00001        
-0.00002        -0.00001        0.00000        
-0.00000        -0.00001        0.00001        
0.40045         0.39257         0.00787        
0.40045         0.39257         0.00787        
-0.40044        -0.39257        0.00787        
-0.40045        -0.39259        0.00786        
-0.40045        -0.39259        0.00786        
-0.40045        -0.39261        0.00785        
0.40043         0.39258         0.00785        
0.40044         0.39258         0.00786        
-0.50450        -0.49203        0.01247        
0.50449         0.49202         0.01247        
0.51171         0.47680         0.03491        
-0.51170        -0.47678        0.03492        
0.51170         0.47678         0.03492        
-0.51170        -0.47679        0.03491        
-0.50450        -0.49204        0.01246        
0.50450         0.49204         0.01245        
-0.01447        -0.00862        0.00585        
-0.01447        -0.00862        0.00585        
0.01451         0.00862         0.00589        
0.01451         0.00862         0.00589        
0.01451         0.00864         0.00587        
0.01451         0.00864         0.00587        
-0.01447        -0.00860        0.00587        
-0.01447        -0.00860        0.00587        
-0.34739        -0.35374        0.00635        
0.34738         0.35373         0.00635        
-0.28555        -0.31131        0.02576        
0.28554         0.31129         0.02575        
-0.28555        -0.31130        0.02575        
0.28555         0.31130         0.02575        
-0.34738        -0.35372        0.00634        
0.34739         0.35373         0.00635        
-0.00003        -0.00001        0.00002        
-0.00003        -0.00001        0.00002        
-0.00003        -0.00000        0.00003        
-0.00004        -0.00001        0.00003        
-0.00000        -0.00001        0.00001        
-0.00001        -0.00001        0.00000        
-0.00001        -0.00001        0.00001        
0.00000         -0.00001        0.00001        
-0.04639        -0.04051        0.00588        
-0.04639        -0.04050        0.00588        
0.04639         0.04052         0.00588        
0.04639         0.04051         0.00588        
0.04638         0.04051         0.00587        
0.04637         0.04050         0.00587        
-0.04639        -0.04051        0.00588        
-0.04639        -0.04051        0.00588        
0.02717         0.01495         0.01222        
-0.02716        -0.01495        0.01221        
-0.02572        -0.02819        0.00247        
0.02573         0.02819         0.00246        
-0.02573        -0.02819        0.00246        
0.02572         0.02819         0.00247        
0.02715         0.01494         0.01222        
-0.02717        -0.01495        0.01222        
-0.00206        0.00000         0.00207        
-0.00206        0.00000         0.00207        
0.00212         -0.00000        0.00213        
0.00212         -0.00000        0.00213        
0.00211         0.00002         0.00209        
0.00211         0.00002         0.00209        
-0.00208        0.00003         0.00211        
-0.00208        0.00003         0.00211        
-0.14462        -0.13747        0.00715        
0.14462         0.13747         0.00715        
-0.12514        -0.13320        0.00806        
0.12513         0.13319         0.00806        
-0.12512        -0.13318        0.00806        
0.12514         0.13320         0.00806        
-0.14462        -0.13747        0.00715        
0.14462         0.13748         0.00714        
-0.00003        -0.00001        0.00002        
-0.00003        -0.00001        0.00002        
-0.00003        -0.00001        0.00002        
-0.00004        -0.00001        0.00003        
-0.00000        -0.00006        0.00005        
-0.00001        -0.00006        0.00005        
-0.00000        -0.00005        0.00005        
0.00000         -0.00005        0.00005        
-0.09516        -0.11497        0.01981        
-0.09516        -0.11496        0.01981        
0.09517         0.11497         0.01980        
0.09517         0.11497         0.01980        
0.09515         0.11496         0.01981        
0.09515         0.11496         0.01981        
-0.09517        -0.11497        0.01980        
-0.09517        -0.11497        0.01980        
0.10391         0.11252         0.00861        
-0.10391        -0.11253        0.00862        
-0.10210        -0.11861        0.01651        
0.10210         0.11861         0.01651        
-0.10211        -0.11862        0.01651        
0.10209         0.11861         0.01652        
0.10390         0.11251         0.00861        
-0.10391        -0.11252        0.00861        
-0.00079        0.00000         0.00079        
-0.00079        0.00000         0.00079        
0.00086         0.00000         0.00086        
0.00086         0.00000         0.00086        
0.00084         0.00007         0.00077        
0.00084         0.00007         0.00077        
-0.00081        0.00007         0.00088        
-0.00081        0.00007         0.00088        
-5.25371        -4.98764        0.26607        
5.25371         4.98764         0.26607        
-2.99138        -2.93588        0.05550        
2.99141         2.93553         0.05588        
-2.99140        -2.93562        0.05579        
2.99139         2.93577         0.05562        
-5.25371        -4.98755        0.26617        
5.25372         4.98752         0.26620        
-0.00003        -0.00001        0.00002        
-0.00002        -0.00001        0.00001        
-0.00002        0.00001         0.00002        
-0.00003        -0.00000        0.00003        
-0.00001        -0.00001        0.00000        
-0.00003        -0.00002        0.00001        
-0.00002        -0.00002        0.00000        
-0.00000        -0.00002        0.00001        
3.30386         3.39676         0.09290        
3.30387         3.39676         0.09290        
-3.30387        -3.39667        0.09280        
-3.30386        -3.39675        0.09290        
-3.30387        -3.39674        0.09288        
-3.30386        -3.39683        0.09297        
3.30385         3.39683         0.09298        
3.30385         3.39683         0.09298        
-4.27607        -4.44410        0.16803        
4.27608         4.44413         0.16805        
4.40526         4.43120         0.02594        
-4.40525        -4.43129        0.02605        
4.40525         4.43130         0.02605        
-4.40526        -4.43117        0.02591        
-4.27608        -4.44423        0.16815        
4.27606         4.44422         0.16816        
-0.11495        -0.02040        0.09455        
-0.11495        -0.02040        0.09455        
0.11498         0.02040         0.09458        
0.11498         0.02040         0.09458        
0.11499         0.02041         0.09458        
0.11499         0.02041         0.09458        
-0.11494        -0.02038        0.09456        
-0.11494        -0.02038        0.09456        
-3.07134        -2.85585        0.21549        
3.07134         2.85586         0.21548        
-1.93146        -1.97479        0.04333        
1.93147         1.97469         0.04321        
-1.93147        -1.97469        0.04321        
1.93146         1.97479         0.04333        
-3.07134        -2.85586        0.21548        
3.07134         2.85585         0.21549        
-0.00002        -0.00000        0.00002        
-0.00001        -0.00000        0.00001        
-0.00002        -0.00000        0.00002        
-0.00003        -0.00000        0.00003        
-0.00001        -0.00001        0.00000        
-0.00003        -0.00002        0.00001        
-0.00001        -0.00001        0.00000        
-0.00001        -0.00001        0.00001        
1.77440         1.81478         0.04038        
1.77440         1.81483         0.04044        
-1.77440        -1.81478        0.04038        
-1.77439        -1.81482        0.04044        
-1.77441        -1.81479        0.04037        
-1.77440        -1.81483        0.04043        
1.77440         1.81478         0.04038        
1.77439         1.81483         0.04043        
-2.26959        -2.25551        0.01408        
2.26959         2.25550         0.01409        
2.33762         2.24157         0.09606        
-2.33762        -2.24157        0.09605        
2.33762         2.24155         0.09607        
-2.33762        -2.24155        0.09607        
-2.26958        -2.25561        0.01397        
2.26956         2.25560         0.01396        
-0.06556        -0.01719        0.04837        
-0.06556        -0.01719        0.04837        
0.06560         0.01719         0.04840        
0.06560         0.01719         0.04840        
0.06561         0.01721         0.04840        
0.06561         0.01721         0.04840        
-0.06555        -0.01717        0.04838        
-0.06555        -0.01717        0.04838        
-1.83074        -1.71967        0.11107        
1.83074         1.71968         0.11106        
-1.26409        -1.28502        0.02093        
1.26410         1.28496         0.02085        
-1.26411        -1.28491        0.02080        
1.26410         1.28502         0.02092        
-1.83074        -1.71968        0.11106        
1.83074         1.71968         0.11106        
-0.00002        0.00000         0.00002        
-0.00001        -0.00000        0.00001        
-0.00003        -0.00000        0.00003        
-0.00004        -0.00000        0.00003        
-0.00002        -0.00002        0.00000        
-0.00003        -0.00002        0.00001        
-0.00001        -0.00001        0.00000        
0.00000         -0.00001        0.00001        
0.90435         0.90402         0.00033        
0.90435         0.90405         0.00030        
-0.90433        -0.90403        0.00030        
-0.90433        -0.90406        0.00027        
-0.90435        -0.90404        0.00031        
-0.90435        -0.90407        0.00028        
0.90433         0.90403         0.00030        
0.90433         0.90406         0.00027        
-1.13206        -1.11738        0.01468        
1.13206         1.11738         0.01469        
1.15697         1.10282         0.05415        
-1.15696        -1.10282        0.05414        
1.15696         1.10281         0.05415        
-1.15697        -1.10281        0.05416        
-1.13206        -1.11745        0.01461        
1.13204         1.11744         0.01461        
-0.03195        -0.01343        0.01852        
-0.03195        -0.01343        0.01852        
0.03198         0.01343         0.01855        
0.03198         0.01343         0.01855        
0.03199         0.01345         0.01854        
0.03199         0.01345         0.01854        
-0.03194        -0.01341        0.01853        
-0.03194        -0.01341        0.01853        
-0.03355        -0.03245        0.00110        
0.03355         0.03244         0.00111        
-0.03097        -0.03695        0.00598        
0.03096         0.03694         0.00598        
-0.03096        -0.03694        0.00598        
0.03097         0.03695         0.00598        
-0.03355        -0.03244        0.00111        
0.03355         0.03245         0.00110        
-0.00003        -0.00002        0.00001        
-0.00002        -0.00002        0.00001        
-0.00003        -0.00002        0.00001        
-0.00003        -0.00002        0.00001        
-0.00001        -0.00009        0.00009        
-0.00001        -0.00009        0.00008        
-0.00001        -0.00009        0.00009        
-0.00000        -0.00009        0.00009        
-0.07164        -0.07818        0.00654        
-0.07164        -0.07818        0.00654        
0.07164         0.07818         0.00654        
0.07164         0.07818         0.00654        
0.07163         0.07817         0.00654        
0.07163         0.07817         0.00654        
-0.07165        -0.07819        0.00654        
-0.07165        -0.07819        0.00654        
0.08241         0.08399         0.00157        
-0.08241        -0.08399        0.00158        
-0.08180        -0.08554        0.00374        
0.08180         0.08554         0.00374        
-0.08181        -0.08555        0.00374        
0.08180         0.08554         0.00374        
0.08240         0.08398         0.00158        
-0.08242        -0.08400        0.00158        
-0.00001        0.00000         0.00001        
-0.00001        0.00000         0.00001        
0.00007         0.00000         0.00007        
0.00007         0.00000         0.00007        
0.00005         0.00012         0.00007        
0.00005         0.00012         0.00007        
-0.00003        0.00012         0.00015        
-0.00003        0.00012         0.00015        
-0.65698        -0.62967        0.02730        
0.65697         0.62967         0.02730        
-0.51730        -0.56342        0.04612        
0.51729         0.56342         0.04613        
-0.51729        -0.56342        0.04613        
0.51731         0.56344         0.04613        
-0.65697        -0.62966        0.02731        
0.65698         0.62967         0.02730        
-0.00002        -0.00000        0.00002        
-0.00001        -0.00000        0.00001        
-0.00002        -0.00001        0.00002        
-0.00003        -0.00001        0.00003        
-0.00002        -0.00002        0.00000        
-0.00003        -0.00002        0.00001        
-0.00001        -0.00001        0.00000        
-0.00001        -0.00001        0.00001        
0.12605         0.11382         0.01223        
0.12605         0.11382         0.01223        
-0.12605        -0.11382        0.01223        
-0.12605        -0.11382        0.01223        
-0.12606        -0.11383        0.01223        
-0.12606        -0.11383        0.01223        
0.12605         0.11382         0.01223        
0.12605         0.11382         0.01223        
-0.15344        -0.15286        0.00058        
0.15344         0.15285         0.00059        
0.15523         0.13718         0.01805        
-0.15523        -0.13717        0.01805        
0.15523         0.13718         0.01805        
-0.15524        -0.13718        0.01806        
-0.15346        -0.15287        0.00059        
0.15345         0.15285         0.00059        
-0.00641        -0.00330        0.00312        
-0.00641        -0.00330        0.00312        
0.00647         0.00330         0.00317        
0.00647         0.00330         0.00317        
0.00646         0.00332         0.00314        
0.00646         0.00332         0.00314        
-0.00642        -0.00327        0.00315        
-0.00642        -0.00327        0.00315        
0.00001         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00001         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00003         -0.00000        0.00003        
0.00002         -0.00000        0.00002        
0.00001         0.00001         0.00000        
0.00000         0.00001         0.00001        
-0.00001        -0.00002        0.00001        
-0.00003        -0.00000        0.00003        
-0.00001        -0.00002        0.00001        
-0.00003        -0.00000        0.00003        
-0.18877        -0.16706        0.02172        
0.18879         0.16706         0.02172        
0.18877         0.16706         0.02171        
-0.18878        -0.16706        0.02172        
0.18877         0.16706         0.02171        
-0.18877        -0.16705        0.02172        
0.18879         0.16706         0.02172        
-0.18877        -0.16706        0.02172        
-0.00001        -0.00001        0.00000        
-0.00000        -0.00000        0.00000        
-0.00001        -0.00001        0.00000        
-0.00000        -0.00000        0.00000        
0.00002         0.00001         0.00001        
0.00002         0.00001         0.00001        
0.00003         0.00002         0.00001        
0.00003         0.00002         0.00001        
-0.00003        -0.00001        0.00002        
-0.00002        -0.00002        0.00000        
-0.00003        -0.00001        0.00002        
-0.00002        -0.00002        0.00000        
-0.17908        -0.15798        0.02110        
0.17909         0.15800         0.02109        
0.17909         0.15799         0.02110        
-0.17908        -0.15799        0.02109        
0.17909         0.15799         0.02110        
-0.17909        -0.15799        0.02109        
0.17909         0.15800         0.02109        
-0.17908        -0.15798        0.02110        
-0.00001        -0.00001        0.00001        
-0.00000        -0.00000        0.00000        
-0.00001        -0.00001        0.00001        
-0.00000        -0.00000        0.00000        
0.00004         0.00002         0.00002        
0.00005         0.00002         0.00003        
0.00000         0.00003         0.00003        
0.00001         0.00003         0.00002        
-0.00003        -0.00001        0.00002        
-0.00002        -0.00003        0.00001        
-0.00003        -0.00001        0.00002        
-0.00002        -0.00003        0.00001        
-0.17247        -0.15452        0.01794        
0.17249         0.15454         0.01795        
0.17247         0.15453         0.01794        
-0.17248        -0.15453        0.01795        
0.17247         0.15453         0.01794        
-0.17248        -0.15453        0.01795        
0.17249         0.15453         0.01795        
-0.17247        -0.15452        0.01794        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00001        -0.00001        0.00000        
0.00001         -0.00000        0.00001        
-0.00001        -0.00000        0.00001        
0.00001         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
-0.16966        -0.14189        0.02777        
0.16966         0.14189         0.02777        
0.16965         0.14188         0.02777        
-0.16966        -0.14188        0.02777        
0.16966         0.14189         0.02777        
-0.16966        -0.14189        0.02777        
0.16966         0.14188         0.02777        
-0.16965        -0.14188        0.02777        
0.00000         0.00000         0.00000        
-0.00001        -0.00002        0.00001        
0.00000         0.00000         0.00000        
-0.00001        -0.00002        0.00001        
0.00004         0.00002         0.00002        
0.00005         0.00001         0.00003        
-0.00001        0.00006         0.00007        
0.00000         0.00006         0.00005        
-0.00001        -0.00007        0.00006        
-0.00003        -0.00000        0.00003        
-0.00001        -0.00007        0.00006        
-0.00003        -0.00000        0.00003        
-0.16668        -0.13339        0.03329        
0.16670         0.13340         0.03329        
0.16668         0.13340         0.03328        
-0.16669        -0.13339        0.03330        
0.16668         0.13340         0.03329        
-0.16669        -0.13339        0.03330        
0.16670         0.13340         0.03330        
-0.16668        -0.13339        0.03329        
-0.00001        -0.00002        0.00001        
-0.00001        -0.00002        0.00001        
-0.00001        -0.00002        0.00001        
-0.00001        -0.00002        0.00001        
0.00003         0.00008         0.00004        
0.00003         0.00009         0.00006        
0.00004         0.00006         0.00003        
0.00003         0.00007         0.00004        
-0.00003        -0.00007        0.00004        
-0.00003        -0.00007        0.00004        
-0.00003        -0.00007        0.00004        
-0.00003        -0.00007        0.00004        
-0.17694        -0.12676        0.05018        
0.17695         0.12678         0.05017        
0.17694         0.12677         0.05017        
-0.17693        -0.12675        0.05018        
0.17695         0.12677         0.05017        
-0.17694        -0.12676        0.05018        
0.17694         0.12677         0.05017        
-0.17693        -0.12675        0.05018        
0.00000         0.00000         0.00000        
0.00001         0.00001         0.00000        
0.00000         0.00000         0.00000        
0.00001         0.00001         0.00000        
0.00001         -0.00000        0.00001        
-0.00000        -0.00001        0.00001        
-0.00003        -0.00001        0.00002        
-0.00004        -0.00001        0.00003        
0.00001         0.00001         0.00000        
0.00001         -0.00000        0.00001        
0.00001         0.00001         0.00000        
0.00001         -0.00000        0.00001        
-0.19378        -0.17720        0.01659        
0.19379         0.17719         0.01660        
0.19378         0.17719         0.01659        
-0.19380        -0.17720        0.01660        
0.19378         0.17720         0.01659        
-0.19379        -0.17720        0.01660        
0.19380         0.17719         0.01660        
-0.19378        -0.17719        0.01659        
0.00000         0.00000         0.00000        
0.00001         0.00001         0.00000        
0.00000         0.00000         0.00000        
0.00001         0.00001         0.00000        
-0.00002        -0.00002        0.00000        
-0.00002        -0.00001        0.00000        
-0.00001        -0.00000        0.00000        
-0.00000        0.00000         0.00001        
0.00001         0.00001         0.00000        
0.00001         -0.00000        0.00001        
0.00001         0.00001         0.00000        
0.00001         -0.00000        0.00001        
-0.20752        -0.18828        0.01924        
0.20752         0.18828         0.01924        
0.20752         0.18828         0.01924        
-0.20752        -0.18829        0.01923        
0.20752         0.18828         0.01924        
-0.20752        -0.18828        0.01923        
0.20752         0.18828         0.01924        
-0.20752        -0.18828        0.01924        
0.00000         0.00000         0.00000        
0.00000         0.00001         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00001         0.00000        
-0.00002        -0.00001        0.00001        
-0.00002        -0.00001        0.00001        
0.00000         0.00000         0.00000        
0.00000         -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00000         -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00000         -0.00000        0.00000        
-0.21342        -0.20340        0.01003        
0.21342         0.20340         0.01002        
0.21343         0.20340         0.01002        
-0.21342        -0.20341        0.01001        
0.21342         0.20340         0.01003        
-0.21342        -0.20340        0.01002        
0.21342         0.20340         0.01002        
-0.21343        -0.20340        0.01002        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
-0.22955        -0.21803        0.01152        
0.22955         0.21803         0.01152        
0.22955         0.21803         0.01152        
-0.22955        -0.21803        0.01152        
0.22955         0.21803         0.01152        
-0.22955        -0.21803        0.01152        
0.22955         0.21803         0.01152        
-0.22955        -0.21803        0.01152        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00001        0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00001        0.00000        
-0.00000        0.00000         0.00000        
-0.00000        0.00000         0.00000        
0.00002         0.00001         0.00001        
0.00002         0.00001         0.00001        
-0.00000        -0.00000        0.00000        
-0.00000        0.00000         0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        0.00000         0.00000        
-0.24899        -0.22968        0.01932        
0.24898         0.22968         0.01931        
0.24900         0.22968         0.01932        
-0.24899        -0.22968        0.01931        
0.24900         0.22968         0.01932        
-0.24899        -0.22967        0.01931        
0.24899         0.22968         0.01931        
-0.24899        -0.22968        0.01932        
-0.00000        -0.00000        0.00000        
0.00001         0.00001         0.00000        
-0.00000        -0.00000        0.00000        
0.00001         0.00001         0.00000        
-0.00004        -0.00001        0.00003        
-0.00004        -0.00001        0.00003        
-0.00000        -0.00001        0.00001        
-0.00000        -0.00001        0.00001        
0.00001         0.00002         0.00001        
0.00003         0.00000         0.00003        
0.00001         0.00002         0.00001        
0.00003         0.00000         0.00003        
-0.17858        -0.16517        0.01340        
0.17856         0.16516         0.01340        
0.17858         0.16517         0.01341        
-0.17857        -0.16517        0.01339        
0.17858         0.16517         0.01341        
-0.17856        -0.16517        0.01339        
0.17856         0.16516         0.01339        
-0.17858        -0.16517        0.01340        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00003         0.00001         0.00002        
0.00003         0.00001         0.00002        
0.00002         0.00002         0.00000        
0.00002         0.00002         0.00000        
-0.00003        -0.00002        0.00002        
-0.00003        -0.00002        0.00000        
-0.00003        -0.00002        0.00002        
-0.00003        -0.00002        0.00000        
-0.17868        -0.16444        0.01424        
0.17869         0.16445         0.01424        
0.17869         0.16445         0.01424        
-0.17868        -0.16444        0.01424        
0.17869         0.16445         0.01424        
-0.17868        -0.16444        0.01424        
0.17869         0.16445         0.01424        
-0.17867        -0.16444        0.01424        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00001         0.00001        
-0.00000        0.00001         0.00001        
0.00001         -0.00000        0.00001        
0.00001         0.00000         0.00001        
-0.00000        -0.00001        0.00001        
-0.00001        -0.00000        0.00001        
-0.00000        -0.00001        0.00001        
-0.00001        -0.00000        0.00001        
-0.18829        -0.15646        0.03183        
0.18829         0.15646         0.03183        
0.18829         0.15646         0.03183        
-0.18828        -0.15646        0.03182        
0.18829         0.15646         0.03183        
-0.18828        -0.15646        0.03182        
0.18829         0.15646         0.03183        
-0.18829        -0.15646        0.03183        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00002         0.00003         0.00000        
0.00003         0.00003         0.00000        
0.00001         0.00004         0.00003        
0.00002         0.00005         0.00003        
-0.00003        -0.00003        0.00000        
-0.00003        -0.00005        0.00003        
-0.00003        -0.00003        0.00000        
-0.00003        -0.00005        0.00003        
-0.17601        -0.14390        0.03211        
0.17602         0.14391         0.03212        
0.17602         0.14391         0.03212        
-0.17602        -0.14390        0.03212        
0.17602         0.14391         0.03212        
-0.17602        -0.14390        0.03212        
0.17603         0.14391         0.03212        
-0.17601        -0.14390        0.03211        
0.00000         0.00001         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00001         0.00000        
0.00000         0.00000         0.00000        
-0.00004        -0.00003        0.00001        
-0.00004        -0.00003        0.00001        
-0.00001        -0.00006        0.00005        
-0.00001        -0.00006        0.00005        
0.00003         0.00003         0.00000        
0.00002         0.00006         0.00004        
0.00003         0.00003         0.00000        
0.00002         0.00006         0.00004        
-0.17321        -0.13719        0.03602        
0.17319         0.13719         0.03601        
0.17321         0.13719         0.03602        
-0.17320        -0.13719        0.03601        
0.17321         0.13719         0.03602        
-0.17320        -0.13719        0.03601        
0.17320         0.13719         0.03601        
-0.17321        -0.13719        0.03602        
0.00000         0.00000         0.00000        
0.00001         0.00001         0.00000        
0.00000         0.00000         0.00000        
0.00001         0.00001         0.00000        
-0.00002        -0.00002        0.00000        
-0.00002        -0.00002        0.00000        
-0.00001        0.00000         0.00001        
-0.00001        0.00000         0.00001        
0.00001         0.00001         0.00000        
0.00001         -0.00000        0.00001        
0.00001         0.00001         0.00000        
0.00001         -0.00000        0.00001        
-0.19282        -0.17649        0.01634        
0.19282         0.17648         0.01634        
0.19282         0.17648         0.01634        
-0.19282        -0.17649        0.01633        
0.19282         0.17649         0.01634        
-0.19282        -0.17649        0.01633        
0.19282         0.17649         0.01634        
-0.19282        -0.17649        0.01634        
0.00000         0.00000         0.00000        
0.00001         0.00001         0.00000        
0.00000         0.00000         0.00000        
0.00001         0.00001         0.00000        
-0.00000        -0.00001        0.00001        
0.00001         -0.00000        0.00001        
-0.00003        -0.00001        0.00002        
-0.00002        -0.00001        0.00001        
0.00001         0.00001         0.00000        
0.00001         -0.00000        0.00001        
0.00001         0.00001         0.00000        
0.00001         -0.00000        0.00001        
-0.17830        -0.17799        0.00031        
0.17831         0.17799         0.00032        
0.17829         0.17799         0.00031        
-0.17831        -0.17799        0.00031        
0.17830         0.17799         0.00031        
-0.17831        -0.17799        0.00031        
0.17831         0.17799         0.00032        
-0.17830        -0.17799        0.00031        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
-0.00001        0.00000         0.00001        
-0.00000        0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
-0.13911        -0.14561        0.00649        
0.13911         0.14560         0.00649        
0.13911         0.14561         0.00649        
-0.13912        -0.14561        0.00649        
0.13911         0.14561         0.00649        
-0.13911        -0.14560        0.00649        
0.13911         0.14561         0.00649        
-0.13911        -0.14561        0.00650        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00000         -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
-0.08318        -0.09072        0.00754        
0.08318         0.09071         0.00753        
0.08318         0.09071         0.00753        
-0.08318        -0.09072        0.00754        
0.08318         0.09072         0.00754        
-0.08318        -0.09071        0.00753        
0.08318         0.09072         0.00754        
-0.08318        -0.09071        0.00753        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
-0.00000        -0.00000        0.00000        
-0.07275        -0.07296        0.00021        
0.07275         0.07296         0.00021        
0.07275         0.07296         0.00021        
-0.07275        -0.07296        0.00021        
0.07275         0.07296         0.00021        
-0.07275        -0.07296        0.00021        
0.07275         0.07296         0.00021        
-0.07275        -0.07296        0.00021        
0.00000         0.00000         0.00000        
0.00001         0.00001         0.00000        
0.00000         0.00000         0.00000        
0.00001         0.00001         0.00000        
-0.00002        -0.00002        0.00001        
-0.00001        -0.00002        0.00000        
-0.00001        -0.00000        0.00001        
-0.00000        -0.00000        0.00000        
0.00001         0.00001         0.00000        
0.00001         0.00000         0.00001        
0.00001         0.00001         0.00000        
0.00001         0.00000         0.00001        
-0.18908        -0.17064        0.01843        
0.18908         0.17065         0.01843        
0.18908         0.17065         0.01843        
-0.18908        -0.17065        0.01843        
0.18908         0.17064         0.01844        
-0.18908        -0.17066        0.01843        
0.18908         0.17065         0.01843        
-0.18908        -0.17065        0.01843        
0.00000         0.00001         0.00000        
0.00001         0.00001         0.00000        
0.00000         0.00001         0.00000        
0.00001         0.00001         0.00000        
-0.00001        -0.00001        0.00001        
-0.00002        -0.00002        0.00000        
-0.00002        -0.00001        0.00001        
-0.00003        -0.00001        0.00002        
0.00001         0.00001         0.00000        
0.00002         -0.00000        0.00002        
0.00001         0.00001         0.00000        
0.00002         -0.00000        0.00002        
-0.19819        -0.17229        0.02590        
0.19820         0.17228         0.02591        
0.19819         0.17229         0.02591        
-0.19820        -0.17229        0.02591        
0.19819         0.17228         0.02591        
-0.19820        -0.17229        0.02591        
0.19820         0.17229         0.02591        
-0.19819        -0.17229        0.02590        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00000         -0.00000        0.00000        
-0.00000        -0.00001        0.00001        
-0.00001        0.00000         0.00002        
-0.00002        -0.00000        0.00001        
0.00001         0.00001         0.00000        
0.00002         0.00000         0.00002        
0.00001         0.00001         0.00000        
0.00002         0.00000         0.00002        
-0.20413        -0.17557        0.02856        
0.20413         0.17557         0.02856        
0.20412         0.17557         0.02855        
-0.20413        -0.17557        0.02856        
0.20412         0.17557         0.02856        
-0.20413        -0.17557        0.02856        
0.20413         0.17557         0.02856        
-0.20412        -0.17557        0.02855        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
-0.00000        -0.00000        0.00000        
0.00000         0.00000         0.00000        
