# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa rho drho ddrho zeta r_seitz
1500
  1.095162808058E-006  2.370717598441E+006 -3.336049594714E+008  4.891063705346E+010  2.310245193062E-005  1.081634365242E-002
  4.380660827375E-006  2.369621803946E+006 -3.334443033869E+008  4.888646216204E+010  2.310197190241E-005  1.081801067839E-002
  9.856522843207E-006  2.367796641682E+006 -3.331767181228E+008  4.884619756162E+010  2.310117096263E-005  1.082078957044E-002
  1.752279683184E-005  2.365243852510E+006 -3.328024656908E+008  4.878988353269E+010  2.310004775370E-005  1.082468110190E-002
  2.737954996144E-005  2.361965869699E+006 -3.323219123005E+008  4.871757637330E+010  2.309860038886E-005  1.082968635578E-002
  3.942686859268E-005  2.357965814981E+006 -3.317355277548E+008  4.862934830457E+010  2.309682644804E-005  1.083580672518E-002
  5.366485828133E-005  2.353247493519E+006 -3.310438846747E+008  4.852528734976E+010  2.309472294261E-005  1.084304391370E-002
  7.009364377944E-005  2.347815387764E+006 -3.302476575551E+008  4.840549718688E+010  2.309228633781E-005  1.085139993608E-002
  8.871336903816E-005  2.341674650235E+006 -3.293476216550E+008  4.827009697545E+010  2.308951256713E-005  1.086087711883E-002
  1.095241972100E-004  2.334831095235E+006 -3.283446517232E+008  4.811922115763E+010  2.308639697542E-005  1.087147810103E-002
  1.325263106521E-004  2.327291189512E+006 -3.272397205632E+008  4.795301923432E+010  2.308293434152E-005  1.088320583524E-002
  1.577199109300E-004  2.319062041903E+006 -3.260338974410E+008  4.777165551659E+010  2.307911891444E-005  1.089606358845E-002
  1.851052188203E-004  2.310151391969E+006 -3.247283463386E+008  4.757530885320E+010  2.307494430864E-005  1.091005494319E-002
  2.146824743162E-004  2.300567597657E+006 -3.233243240576E+008  4.736417233473E+010  2.307040358727E-005  1.092518379874E-002
  2.464519366306E-004  2.290319622013E+006 -3.218231781775E+008  4.713845297504E+010  2.306548922123E-005  1.094145437242E-002
  2.804138842019E-004  2.279417018969E+006 -3.202263448732E+008  4.689837137075E+010  2.306019305437E-005  1.095887120098E-002
  3.165686146990E-004  2.267869918256E+006 -3.185353465966E+008  4.664416133963E+010  2.305450631605E-005  1.097743914213E-002
  3.549164450264E-004  2.255689009455E+006 -3.167517896272E+008  4.637606953860E+010  2.304841964023E-005  1.099716337612E-002
  3.954577113307E-004  2.242885525230E+006 -3.148773614985E+008  4.609435506234E+010  2.304192300237E-005  1.101804940746E-002
  4.381927690060E-004  2.229471223784E+006 -3.129138283043E+008  4.579928902328E+010  2.303500572002E-005  1.104010306671E-002
  4.831219927018E-004  2.215458370574E+006 -3.108630318927E+008  4.549115411410E+010  2.302765648905E-005  1.106333051240E-002
  5.302457763288E-004  2.200859719324E+006 -3.087268869523E+008  4.517024415357E+010  2.301986327985E-005  1.108773823303E-002
  5.795645330668E-004  2.185688492373E+006 -3.065073779992E+008  4.483686361684E+010  2.301161341582E-005  1.111333304916E-002
  6.310786953726E-004  2.169958360420E+006 -3.042065562690E+008  4.449132715118E+010  2.300289348981E-005  1.114012211561E-002
  6.847887149874E-004  2.153683421679E+006 -3.018265365229E+008  4.413395907835E+010  2.299368940054E-005  1.116811292376E-002
  7.406950629455E-004  2.136878180524E+006 -2.993694937735E+008  4.376509288452E+010  2.298398627278E-005  1.119731330393E-002
  7.987982295837E-004  2.119557525634E+006 -2.968376599383E+008  4.338507069908E+010  2.297376851430E-005  1.122773142786E-002
  8.590987245496E-004  2.101736707722E+006 -2.942333204273E+008  4.299424276325E+010  2.296301972949E-005  1.125937581128E-002
  9.215970768112E-004  2.083431316857E+006 -2.915588106728E+008  4.259296688991E+010  2.295172275369E-005  1.129225531655E-002
  9.862938346673E-004  2.064657259464E+006 -2.888165126083E+008  4.218160791555E+010  2.293985960445E-005  1.132637915546E-002
  1.053189565757E-003  2.045430735012E+006 -2.860088511042E+008  4.176053714567E+010  2.292741146509E-005  1.136175689202E-002
  1.122284857072E-003  2.025768212476E+006 -2.831382903680E+008  4.133013179478E+010  2.291435865679E-005  1.139839844536E-002
  1.193580314965E-003  2.005686406593E+006 -2.802073303162E+008  4.089077442220E+010  2.290068064591E-005  1.143631409280E-002
  1.267076565161E-003  1.985202253968E+006 -2.772185029247E+008  4.044285236472E+010  2.288635596968E-005  1.147551447286E-002
  1.342774252774E-003  1.964332889089E+006 -2.741743685671E+008  3.998675716747E+010  2.287136227086E-005  1.151601058846E-002
  1.420674042311E-003  1.943095620284E+006 -2.710775123466E+008  3.952288401403E+010  2.285567622205E-005  1.155781381011E-002
  1.500776617692E-003  1.921507905674E+006 -2.679305404287E+008  3.905163115696E+010  2.283927351759E-005  1.160093587925E-002
  1.583082682258E-003  1.899587329169E+006 -2.647360763841E+008  3.857339934997E+010  2.282212886996E-005  1.164538891158E-002
  1.667592958786E-003  1.877351576553E+006 -2.614967575460E+008  3.808859128276E+010  2.280421593751E-005  1.169118540051E-002
  1.754308189501E-003  1.854818411700E+006 -2.582152313914E+008  3.759761101959E+010  2.278550734216E-005  1.173833822063E-002
  1.843229136092E-003  1.832005652976E+006 -2.548941519514E+008  3.710086344288E+010  2.276597459635E-005  1.178686063127E-002
  1.934356579726E-003  1.808931149849E+006 -2.515361762590E+008  3.659875370265E+010  2.274558810820E-005  1.183676628008E-002
  2.027691321059E-003  1.785612759780E+006 -2.481439608388E+008  3.609168667291E+010  2.272431713052E-005  1.188806920663E-002
