# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa rho drho ddrho zeta r_seitz
1500
  1.095162808058E-006  1.356316436419E+007 -3.443383570147E+009  8.962452448309E+011 -1.697530879459E-009  6.047651313700E-003
  4.380660827375E-006  1.355185597016E+007 -3.440440225950E+009  8.954736128202E+011 -1.697451911494E-009  6.049333007347E-003
  9.856522843207E-006  1.353303001320E+007 -3.435540253952E+009  8.941890290378E+011 -1.697334827990E-009  6.052136807008E-003
  1.752279683184E-005  1.350671847925E+007 -3.428692039931E+009  8.923936934735E+011 -1.697181391668E-009  6.056064178729E-003
  2.737954996144E-005  1.347296602146E+007 -3.419907290623E+009  8.900906774047E+011 -1.696997329923E-009  6.061117176315E-003
  3.942686859268E-005  1.343182983363E+007 -3.409201000509E+009  8.872839147282E+011 -1.696700967720E-009  6.067298442674E-003
  5.366485828133E-005  1.338337948840E+007 -3.396591409363E+009  8.839781908740E+011 -1.696369711416E-009  6.074611211539E-003
  7.009364377944E-005  1.332769674069E+007 -3.382099950682E+009  8.801791293430E+011 -1.695975041267E-009  6.083059309577E-003
  8.871336903816E-005  1.326487529734E+007 -3.365751191241E+009  8.758931759223E+011 -1.695524879258E-009  6.092647158869E-003
  1.095241972100E-004  1.319502055371E+007 -3.347572761980E+009  8.711275806378E+011 -1.694962167272E-009  6.103379779779E-003
  1.325263106521E-004  1.311824929835E+007 -3.327595280506E+009  8.658903775142E+011 -1.694356086583E-009  6.115262794198E-003
  1.577199109300E-004  1.303468938687E+007 -3.305852265512E+009  8.601903622210E+011 -1.693647852302E-009  6.128302429157E-003
  1.851052188203E-004  1.294447938631E+007 -3.282380043438E+009  8.540370676897E+011 -1.692848339079E-009  6.142505520827E-003
  2.146824743162E-004  1.284776819131E+007 -3.257217647738E+009  8.474407377954E+011 -1.691930642465E-009  6.157879518875E-003
  2.464519366306E-004  1.274471461367E+007 -3.230406711140E+009  8.404122992031E+011 -1.690898900566E-009  6.174432491202E-003
  2.804138842019E-004  1.263548694677E+007 -3.201991351315E+009  8.329633314866E+011 -1.689696854260E-009  6.192173129038E-003
  3.165686146990E-004  1.252026250662E+007 -3.172018050378E+009  8.251060356308E+011 -1.688369412112E-009  6.211110752402E-003
  3.549164450264E-004  1.239922715118E+007 -3.140535528702E+009  8.168532010371E+011 -1.686905169857E-009  6.231255315914E-003
  3.954577113307E-004  1.227257477988E+007 -3.107594613486E+009  8.082181711554E+011 -1.685241398143E-009  6.252617414969E-003
  4.381927690060E-004  1.214050681513E+007 -3.073248102602E+009  7.992148078684E+011 -1.683369307263E-009  6.275208292245E-003
  4.831219927018E-004  1.200323166774E+007 -3.037550624203E+009  7.898574547615E+011 -1.681320513351E-009  6.299039844565E-003
  5.302457763288E-004  1.186096418835E+007 -3.000558492625E+009  7.801608994115E+011 -1.679033389233E-009  6.324124630073E-003
  5.795645330668E-004  1.171392510678E+007 -2.962329561103E+009  7.701403348309E+011 -1.676504886271E-009  6.350475875759E-003
  6.310786953726E-004  1.156234046128E+007 -2.922923071830E+009  7.598113202076E+011 -1.673696952089E-009  6.378107485272E-003
  6.847887149874E-004  1.140644101996E+007 -2.882399503909E+009  7.491897410784E+011 -1.670573374602E-009  6.407034047062E-003
  7.406950629455E-004  1.124646169619E+007 -2.840820419736E+009  7.382917690786E+011 -1.667156559106E-009  6.437270842801E-003
  7.987982295837E-004  1.108264096021E+007 -2.798248310340E+009  7.271338214065E+011 -1.663375332427E-009  6.468833856085E-003
  8.590987245496E-004  1.091522024893E+007 -2.754746440238E+009  7.157325201445E+011 -1.659244606483E-009  6.501739781408E-003
  9.215970768112E-004  1.074444337598E+007 -2.710378692325E+009  7.041046515743E+011 -1.654694986415E-009  6.536006033378E-003
  9.862938346673E-004  1.057055594396E+007 -2.665209413321E+009  6.922671256230E+011 -1.649731258147E-009  6.571650756168E-003
  1.053189565757E-003  1.039380476085E+007 -2.619303260299E+009  6.802369355758E+011 -1.644292808661E-009  6.608692833171E-003
  1.122284857072E-003  1.021443726261E+007 -2.572725048794E+009  6.680311181853E+011 -1.638353128937E-009  6.647151896850E-003
  1.193580314965E-003  1.003270094357E+007 -2.525539602975E+009  6.556667143060E+011 -1.631840245817E-009  6.687048338746E-003
  1.267076565161E-003  9.848842796776E+006 -2.477811608362E+009  6.431607301780E+011 -1.624777501513E-009  6.728403319619E-003
  1.342774252774E-003  9.663108765612E+006 -2.429605467543E+009  6.305300994793E+011 -1.617100033989E-009  6.771238779692E-003
  1.420674042311E-003  9.475743208687E+006 -2.380985159317E+009  6.177916462609E+011 -1.608727614102E-009  6.815577448965E-003
  1.500776617692E-003  9.286988379358E+006 -2.332014101691E+009  6.049620488735E+011 -1.599653569323E-009  6.861442857563E-003
  1.583082682258E-003  9.097083921451E+006 -2.282755019110E+009  5.920578049901E+011 -1.589797809778E-009  6.908859346062E-003
  1.667592958786E-003  8.906266382546E+006 -2.233269814305E+009  5.790951978203E+011 -1.579119785030E-009  6.957852075768E-003
  1.754308189501E-003  8.714768746141E+006 -2.183619445078E+009  5.660902636085E+011 -1.567563925492E-009  7.008447038882E-003
  1.843229136092E-003  8.522819983862E+006 -2.133863806365E+009  5.530587604979E+011 -1.555061590344E-009  7.060671068501E-003
  1.934356579726E-003  8.330644628826E+006 -2.084061617855E+009  5.400161388391E+011 -1.541568726626E-009  7.114551848391E-003
  2.027691321059E-003  8.138462371141E+006 -2.034270317420E+009  5.269775130129E+011 -1.526963718813E-009  7.170117922468E-003
