# 1st line: number of mesh points
# rho and r_seitz are calculated from total density
# zeta and r_seitz only correct of rho > 1d-12

# abcissa rho drho ddrho zeta r_seitz
1500
  1.095162808058E-006  1.356316494538E+007 -3.443383727395E+009  8.962452839872E+011  0.000000000000E+000  6.047651227317E-003
  4.380660827375E-006  1.355185655084E+007 -3.440440383070E+009  8.954736519464E+011  0.000000000000E+000  6.049332920945E-003
  9.856522843207E-006  1.353303059302E+007 -3.435540410857E+009  8.941890681138E+011  0.000000000000E+000  6.052136720575E-003
  1.752279683184E-005  1.350671905787E+007 -3.428692196537E+009  8.923937324794E+011  0.000000000000E+000  6.056064092250E-003
  2.737954996144E-005  1.347296659853E+007 -3.419907446844E+009  8.900907163206E+011  0.000000000000E+000  6.061117089778E-003
  3.942686859268E-005  1.343183040882E+007 -3.409201156263E+009  8.872839535344E+011  0.000000000000E+000  6.067298356067E-003
  5.366485828133E-005  1.338338006138E+007 -3.396591564565E+009  8.839782295508E+011  0.000000000000E+000  6.074611124849E-003
  7.009364377944E-005  1.332769731112E+007 -3.382100105250E+009  8.801791678711E+011  0.000000000000E+000  6.083059222790E-003
  8.871336903816E-005  1.326487586491E+007 -3.365751345093E+009  8.758932142825E+011  0.000000000000E+000  6.092647071973E-003
  1.095241972100E-004  1.319502111808E+007 -3.347572915035E+009  8.711276188112E+011  0.000000000000E+000  6.103379692762E-003
  1.325263106521E-004  1.311824985921E+007 -3.327595432686E+009  8.658904154821E+011  0.000000000000E+000  6.115262707047E-003
  1.577199109300E-004  1.303468994391E+007 -3.305852416738E+009  8.601903999650E+011  0.000000000000E+000  6.128302341859E-003
  1.851052188203E-004  1.294447993922E+007 -3.282380193634E+009  8.540371051918E+011  0.000000000000E+000  6.142505433370E-003
  2.146824743162E-004  1.284776873980E+007 -3.257217796829E+009  8.474407750378E+011  0.000000000000E+000  6.157879431246E-003
  2.464519366306E-004  1.274471515744E+007 -3.230406859052E+009  8.404123361684E+011  0.000000000000E+000  6.174432403389E-003
  2.804138842019E-004  1.263548748554E+007 -3.201991497976E+009  8.329633681579E+011  0.000000000000E+000  6.192173041029E-003
  3.165686146990E-004  1.252026304010E+007 -3.172018195720E+009  8.251060719915E+011  0.000000000000E+000  6.211110664184E-003
  3.549164450264E-004  1.239922767912E+007 -3.140535672656E+009  8.168532370711E+011  0.000000000000E+000  6.231255227475E-003
  3.954577113307E-004  1.227257530202E+007 -3.107594755986E+009  8.082182068470E+011  0.000000000000E+000  6.252617326297E-003
  4.381927690060E-004  1.214050733121E+007 -3.073248243584E+009  7.992148432023E+011  0.000000000000E+000  6.275208203329E-003
  4.831219927018E-004  1.200323217752E+007 -3.037550763605E+009  7.898574897231E+011  0.000000000000E+000  6.299039755391E-003
  5.302457763288E-004  1.186096469160E+007 -3.000558630390E+009  7.801609339865E+011  0.000000000000E+000  6.324124540632E-003
  5.795645330668E-004  1.171392560327E+007 -2.962329697172E+009  7.701403690057E+011  0.000000000000E+000  6.350475786037E-003
  6.310786953726E-004  1.156234095081E+007 -2.922923206149E+009  7.598113539690E+011  0.000000000000E+000  6.378107395259E-003
  6.847887149874E-004  1.140644150233E+007 -2.882399636426E+009  7.491897744138E+011  0.000000000000E+000  6.407033956747E-003
  7.406950629455E-004  1.124646217120E+007 -2.840820550402E+009  7.382918019759E+011  0.000000000000E+000  6.437270752172E-003
  7.987982295837E-004  1.108264142768E+007 -2.798248439107E+009  7.271338538543E+011  0.000000000000E+000  6.468833765132E-003
  8.590987245496E-004  1.091522070869E+007 -2.754746567063E+009  7.157325521320E+011  0.000000000000E+000  6.501739690121E-003
  9.215970768112E-004  1.074444382788E+007 -2.710378817166E+009  7.041046830911E+011  0.000000000000E+000  6.536005941746E-003
  9.862938346673E-004  1.057055638785E+007 -2.665209536138E+009  6.922671566594E+011  0.000000000000E+000  6.571650664180E-003
  1.053189565757E-003  1.039380519660E+007 -2.619303381056E+009  6.802369661228E+011  0.000000000000E+000  6.608692740818E-003
  1.122284857072E-003  1.021443769008E+007 -2.572725167458E+009  6.680311482345E+011  0.000000000000E+000  6.647151804123E-003
  1.193580314965E-003  1.003270136266E+007 -2.525539719514E+009  6.556667438495E+011  0.000000000000E+000  6.687048245636E-003
  1.267076565161E-003  9.848843207376E+006 -2.477811722749E+009  6.431607592086E+011  0.000000000000E+000  6.728403226116E-003
  1.342774252774E-003  9.663109167636E+006 -2.429605579752E+009  6.305301279905E+011  0.000000000000E+000  6.771238685788E-003
  1.420674042311E-003  9.475743602056E+006 -2.380985269326E+009  6.177916742467E+011  0.000000000000E+000  6.815577354653E-003
  1.500776617692E-003  9.286988764005E+006 -2.332014209479E+009  6.049620763286E+011  0.000000000000E+000  6.861442762834E-003
  1.583082682258E-003  9.097084297318E+006 -2.282755124661E+009  5.920578319097E+011  0.000000000000E+000  6.908859250910E-003
  1.667592958786E-003  8.906266749589E+006 -2.233269917603E+009  5.790952242005E+011  0.000000000000E+000  6.957851980186E-003
  1.754308189501E-003  8.714769104325E+006 -2.183619546112E+009  5.660902894458E+011  0.000000000000E+000  7.008446942865E-003
  1.843229136092E-003  8.522820333163E+006 -2.133863905127E+009  5.530587857893E+011  0.000000000000E+000  7.060670972042E-003
  1.934356579726E-003  8.330644969232E+006 -2.084061714337E+009  5.400161635826E+011  0.000000000000E+000  7.114551751486E-003
  2.027691321059E-003  8.138462702648E+006 -2.034270411618E+009  5.269775372067E+011  0.000000000000E+000  7.170117825113E-003
