# 1st line: number of mesh points
# abcissa wavefunction wavefunction_1st wavefunction_2nd
1500
# Principal QN=   6 , l=   0 , Occupation=   2.0000
  1.095162808058E-006  3.179810768093E+001 -4.365769737325E+003  5.608581061425E+005
  4.380660827375E-006  3.178376697975E+001 -4.363927445055E+003  5.606110223378E+005
  9.856522843207E-006  3.175987911814E+001 -4.360858743431E+003  5.601994561260E+005
  1.752279683184E-005  3.172646403650E+001 -4.356566307985E+003  5.596237673510E+005
  2.737954996144E-005  3.168354961122E+001 -4.351053879059E+003  5.588844590949E+005
  3.942686859268E-005  3.163117161458E+001 -4.344326256410E+003  5.579821769809E+005
  5.366485828133E-005  3.156937366332E+001 -4.336389292294E+003  5.569177082780E+005
  7.009364377944E-005  3.149820715607E+001 -4.327249883040E+003  5.556919808107E+005
  8.871336903816E-005  3.141773119958E+001 -4.316915959133E+003  5.543060616754E+005
  1.095241972100E-004  3.132801252409E+001 -4.305396473816E+003  5.527611557652E+005
  1.325263106521E-004  3.122912538793E+001 -4.292701390249E+003  5.510586041064E+005
  1.577199109300E-004  3.112115147147E+001 -4.278841667230E+003  5.491998820093E+005
  1.851052188203E-004  3.100417976074E+001 -4.263829243517E+003  5.471865970371E+005
  2.146824743162E-004  3.087830642094E+001 -4.247677020788E+003  5.450204867961E+005
  2.464519366306E-004  3.074363465996E+001 -4.230398845249E+003  5.427034165516E+005
  2.804138842019E-004  3.060027458239E+001 -4.212009487946E+003  5.402373766734E+005
  3.165686146990E-004  3.044834303414E+001 -4.192524623810E+003  5.376244799163E+005
  3.549164450264E-004  3.028796343797E+001 -4.171960809476E+003  5.348669585387E+005
  3.954577113307E-004  3.011926562049E+001 -4.150335459911E+003  5.319671612673E+005
  4.381927690060E-004  2.994238563057E+001 -4.127666823912E+003  5.289275501102E+005
  4.831219927018E-004  2.975746554993E+001 -4.103973958499E+003  5.257506970269E+005
  5.302457763288E-004  2.956465329597E+001 -4.079276702266E+003  5.224392804588E+005
  5.795645330668E-004  2.936410241738E+001 -4.053595647738E+003  5.189960817282E+005
  6.310786953726E-004  2.915597188290E+001 -4.026952112780E+003  5.154239813108E+005
  6.847887149874E-004  2.894042586356E+001 -3.999368111109E+003  5.117259549895E+005
  7.406950629455E-004  2.871763350899E+001 -3.970866321983E+003  5.079050698950E+005
  7.987982295837E-004  2.848776871797E+001 -3.941470059088E+003  5.039644804415E+005
  8.590987245496E-004  2.825100990398E+001 -3.911203238723E+003  4.999074241635E+005
  9.215970768112E-004  2.800753975584E+001 -3.880090347303E+003  4.957372174614E+005
  9.862938346673E-004  2.775754499422E+001 -3.848156408261E+003  4.914572512634E+005
  1.053189565757E-003  2.750121612423E+001 -3.815426948408E+003  4.870709866115E+005
  1.122284857072E-003  2.723874718474E+001 -3.781927963799E+003  4.825819501776E+005
  1.193580314965E-003  2.697033549469E+001 -3.747685885182E+003  4.779937297202E+005
  1.267076565161E-003  2.669618139709E+001 -3.712727543084E+003  4.733099694862E+005
  1.342774252774E-003  2.641648800102E+001 -3.677080132590E+003  4.685343655684E+005
  1.420674042311E-003  2.613146092210E+001 -3.640771177896E+003  4.636706612251E+005
  1.500776617692E-003  2.584130802205E+001 -3.603828496678E+003  4.587226421694E+005
  1.583082682258E-003  2.554623914756E+001 -3.566280164350E+003  4.536941318371E+005
  1.667592958786E-003  2.524646586923E+001 -3.528154478271E+003  4.485889866405E+005
  1.754308189501E-003  2.494220122079E+001 -3.489479921970E+003  4.434110912154E+005
  1.843229136092E-003  2.463365943917E+001 -3.450285129428E+003  4.381643536707E+005
  1.934356579726E-003  2.432105570588E+001 -3.410598849508E+003  4.328527008458E+005
  2.027691321059E-003  2.400460589012E+001 -3.370449910570E+003  4.274800735861E+005
  2.123234180258E-003  2.368452629403E+001 -3.329867185334E+003  4.220504220421E+005
  2.220985997007E-003  2.336103340053E+001 -3.288879556063E+003  4.165677010008E+005
  2.320947630532E-003  2.303434362426E+001 -3.247515880106E+003  4.110358652560E+005
  2.423119959611E-003  2.270467306581E+001 -3.205804955858E+003  4.054588650250E+005
  2.527503882591E-003  2.237223726984E+001 -3.163775489210E+003  3.998406414189E+005
  2.634100317410E-003  2.203725098743E+001 -3.121456060515E+003  3.941851219728E+005
  2.742910201606E-003  2.169992794292E+001 -3.078875092142E+003  3.884962162433E+005
  2.853934492340E-003  2.136048060576E+001 -3.036060816661E+003  3.827778114796E+005
  2.967174166416E-003  2.101911996758E+001 -2.993041245705E+003  3.770337683737E+005
  3.082630220291E-003  2.067605532489E+001 -2.949844139554E+003  3.712679168978E+005
  3.200303670101E-003  2.033149406773E+001 -2.906496977494E+003  3.654840522323E+005
  3.320195551679E-003  1.998564147443E+001 -2.863026928984E+003  3.596859307923E+005
  3.442306920571E-003  1.963870051302E+001 -2.819460825676E+003  3.538772663566E+005
  3.566638852059E-003  1.929087164926E+001 -2.775825134326E+003  3.480617263048E+005
  3.693192441180E-003  1.894235266177E+001 -2.732145930631E+003  3.422429279680E+005
  3.821968802746E-003  1.859333846434E+001 -2.688448874025E+003  3.364244350967E+005
  3.952969071365E-003  1.824402093574E+001 -2.644759183471E+003  3.306097544513E+005
  4.086194401465E-003  1.789458875713E+001 -2.601101614267E+003  3.248023325190E+005
  4.221645967311E-003  1.754522725730E+001 -2.557500435904E+003  3.190055523603E+005
  4.359324963032E-003  1.719611826587E+001 -2.513979411001E+003  3.132227305900E+005
  4.499232602637E-003  1.684743997462E+001 -2.470561775327E+003  3.074571144947E+005
