# 1st line: number of mesh points
# abcissa wavefunction wavefunction_1st wavefunction_2nd
1000
# Principal QN=   3 , l=   1 , Occupation=   5.0000
  2.462477732966E-006  3.597609322958E-004  1.460894491709E+002 -6.239013800666E+003
  9.849959442330E-006  1.438823836408E-003  1.460433655406E+002 -6.237126941552E+003
  2.216259066178E-005  3.236529240799E-003  1.459665894497E+002 -6.233983666336E+003
  3.940061395432E-005  5.751778715096E-003  1.458591658011E+002 -6.229586207950E+003
  6.156436892224E-005  8.983035902167E-003  1.457211573865E+002 -6.223937688451E+003
  8.865429222131E-005  1.292832796077E-002  1.455526448130E+002 -6.217042114976E+003
  1.206709175794E-004  1.758524741650E-002  1.453537264107E+002 -6.208904374556E+003
  1.576148758184E-004  2.295095441792E-002  1.451245181185E+002 -6.199530227802E+003
  1.994868948811E-004  2.902217939451E-002  1.448651533510E+002 -6.188926301462E+003
  2.462877998613E-004  3.579522611204E-002  1.445757828448E+002 -6.177100079872E+003
  2.980185130383E-004  4.326597512063E-002  1.442565744849E+002 -6.164059895317E+003
  3.546800539158E-004  5.142988759004E-002  1.439077131125E+002 -6.149814917309E+003
  4.162735392647E-004  6.028200952607E-002  1.435294003131E+002 -6.134375140812E+003
  4.828001831694E-004  6.981697636142E-002  1.431218541867E+002 -6.117751373430E+003
  5.542612970792E-004  8.002901791403E-002  1.426853090987E+002 -6.099955221578E+003
  6.306582898628E-004  9.091196370464E-002  1.422200154143E+002 -6.080999075668E+003
  7.119926678676E-004  1.024592486259E-001  1.417262392144E+002 -6.060896094328E+003
  7.982660349828E-004  1.146639189537E-001  1.412042619957E+002 -6.039660187690E+003
  8.894800927067E-004  1.275186386914E-001  1.406543803535E+002 -6.017305999765E+003
  9.856366402179E-004  1.410156962377E-001  1.400769056494E+002 -5.993848889947E+003
  1.086737574451E-003  1.551470113673E-001  1.394721636640E+002 -5.969304913679E+003
  1.192784890174E-003  1.699041425136E-001  1.388404942342E+002 -5.943690802297E+003
  1.303780680078E-003  1.852782943430E-001  1.381822508772E+002 -5.917023942115E+003
  1.419727134858E-003  2.012603256085E-001  1.374978004011E+002 -5.889322352758E+003
  1.540626543307E-003  2.178407572716E-001  1.367875225029E+002 -5.860604664809E+003
  1.666481292416E-003  2.350097808787E-001  1.360518093541E+002 -5.830890096780E+003
  1.797293867468E-003  2.527572671823E-001  1.352910651757E+002 -5.800198431475E+003
  1.933066852148E-003  2.710727749906E-001  1.345057058020E+002 -5.768549991760E+003
  2.073802928647E-003  2.899455602355E-001  1.336961582356E+002 -5.735965615803E+003
  2.219504877777E-003  3.093645852445E-001  1.328628601919E+002 -5.702466631805E+003
  2.370175579090E-003  3.293185282022E-001  1.320062596367E+002 -5.668074832289E+003
  2.525818010992E-003  3.497957927897E-001  1.311268143157E+002 -5.632812447963E+003
  2.686435250879E-003  3.707845179856E-001  1.302249912768E+002 -5.596702121232E+003
  2.852030475254E-003  3.922725880178E-001  1.293012663871E+002 -5.559766879370E+003
  3.022606959872E-003  4.142476424487E-001  1.283561238448E+002 -5.522030107426E+003
  3.198168079872E-003  4.366970863820E-001  1.273900556860E+002 -5.483515520886E+003
  3.378717309917E-003  4.596081007771E-001  1.264035612884E+002 -5.444247138158E+003
  3.564258224347E-003  4.829676528550E-001  1.253971468721E+002 -5.404249252901E+003
