# 1st line: number of mesh points
# abcissa wavefunction wavefunction_1st wavefunction_2nd
1500
# Principal QN=   6 , l=   0 , Occupation=   1.0010
  1.095162808058E-006  7.413215230881E+000 -5.453412693158E+002  3.770147526453E+004
  4.380660827375E-006  7.411423716687E+000 -5.452174171510E+002  3.769176180561E+004
  9.856522843207E-006  7.408438746356E+000 -5.450110665761E+002  3.767557864651E+004
  1.752279683184E-005  7.404261649101E+000 -5.447223220743E+002  3.765293469029E+004
  2.737954996144E-005  7.398894284274E+000 -5.443513297903E+002  3.762384238993E+004
  3.942686859268E-005  7.392339039819E+000 -5.438982773979E+002  3.758831773717E+004
  5.366485828133E-005  7.384598830295E+000 -5.433633939306E+002  3.754638024804E+004
  7.009364377944E-005  7.375677094452E+000 -5.427469495752E+002  3.749805294529E+004
  8.871336903816E-005  7.365577792382E+000 -5.420492554281E+002  3.744336233763E+004
  1.095241972100E-004  7.354305402244E+000 -5.412706632151E+002  3.738233839588E+004
  1.325263106521E-004  7.341864916552E+000 -5.404115649748E+002  3.731501452599E+004
  1.577199109300E-004  7.328261838056E+000 -5.394723927063E+002  3.724142753903E+004
  1.851052188203E-004  7.313502175201E+000 -5.384536179809E+002  3.716161761813E+004
  2.146824743162E-004  7.297592437176E+000 -5.373557515197E+002  3.707562828243E+004
  2.464519366306E-004  7.280539628564E+000 -5.361793427357E+002  3.698350634811E+004
  2.804138842019E-004  7.262351243590E+000 -5.349249792427E+002  3.688530188648E+004
  3.165686146990E-004  7.243035259983E+000 -5.335932863306E+002  3.678106817925E+004
  3.549164450264E-004  7.222600132454E+000 -5.321849264083E+002  3.667086167100E+004
  3.954577113307E-004  7.201054785802E+000 -5.307005984139E+002  3.655474191891E+004
  4.381927690060E-004  7.178408607653E+000 -5.291410371948E+002  3.643277153978E+004
  4.831219927018E-004  7.154671440839E+000 -5.275070128563E+002  3.630501615448E+004
  5.302457763288E-004  7.129853575440E+000 -5.257993300808E+002  3.617154432979E+004
  5.795645330668E-004  7.103965740474E+000 -5.240188274187E+002  3.603242751782E+004
  6.310786953726E-004  7.077019095271E+000 -5.221663765501E+002  3.588773999297E+004
  6.847887149874E-004  7.049025220525E+000 -5.202428815209E+002  3.573755878655E+004
  7.406950629455E-004  7.019996109042E+000 -5.182492779512E+002  3.558196361915E+004
  7.987982295837E-004  6.989944156188E+000 -5.161865322199E+002  3.542103683086E+004
  8.590987245496E-004  6.958882150062E+000 -5.140556406238E+002  3.525486330929E+004
  9.215970768112E-004  6.926823261389E+000 -5.118576285146E+002  3.508353041569E+004
  9.862938346673E-004  6.893781033159E+000 -5.095935494128E+002  3.490712790903E+004
  1.053189565757E-003  6.859769370016E+000 -5.072644841011E+002  3.472574786830E+004
  1.122284857072E-003  6.824802527413E+000 -5.048715396976E+002  3.453948461306E+004
  1.193580314965E-003  6.788895100547E+000 -5.024158487100E+002  3.434843462225E+004
  1.267076565161E-003  6.752062013081E+000 -4.998985680717E+002  3.415269645152E+004
  1.342774252774E-003  6.714318505677E+000 -4.973208781624E+002  3.395237064900E+004
  1.420674042311E-003  6.675680124344E+000 -4.946839818114E+002  3.374755966976E+004
  1.500776617692E-003  6.636162708611E+000 -4.919891032884E+002  3.353836778896E+004
  1.583082682258E-003  6.595782379560E+000 -4.892374872795E+002  3.332490101376E+004
  1.667592958786E-003  6.554555527702E+000 -4.864303978528E+002  3.310726699423E+004
  1.754308189501E-003  6.512498800740E+000 -4.835691174120E+002  3.288557493323E+004
  1.843229136092E-003  6.469629091210E+000 -4.806549456412E+002  3.265993549542E+004
  1.934356579726E-003  6.425963524025E+000 -4.776891984409E+002  3.243046071543E+004
  2.027691321059E-003  6.381519443936E+000 -4.746732068576E+002  3.219726390545E+004
  2.123234180258E-003  6.336314402923E+000 -4.716083160064E+002  3.196045956213E+004
  2.220985997007E-003  6.290366147526E+000 -4.684958839902E+002  3.172016327312E+004
  2.320947630532E-003  6.243692606132E+000 -4.653372808143E+002  3.147649162310E+004
  2.423119959611E-003  6.196311876244E+000 -4.621338873000E+002  3.122956209966E+004
  2.527503882591E-003  6.148242211719E+000 -4.588870939958E+002  3.097949299894E+004
  2.634100317410E-003  6.099502010018E+000 -4.555983000902E+002  3.072640333121E+004
  2.742910201606E-003  6.050109799462E+000 -4.522689123248E+002  3.047041272653E+004
  2.853934492340E-003  6.000084226519E+000 -4.489003439105E+002  3.021164134044E+004
  2.967174166416E-003  5.949444043124E+000 -4.454940134475E+002  2.995020976001E+004
  3.082630220291E-003  5.898208094059E+000 -4.420513438500E+002  2.968623891014E+004
  3.200303670101E-003  5.846395304395E+000 -4.385737612773E+002  2.941984996029E+004
  3.320195551679E-003  5.794024667013E+000 -4.350626940717E+002  2.915116423178E+004
  3.442306920571E-003  5.741115230218E+000 -4.315195717050E+002  2.888030310566E+004
  3.566638852059E-003  5.687686085457E+000 -4.279458237345E+002  2.860738793137E+004
  3.693192441180E-003  5.633756355148E+000 -4.243428787693E+002  2.833253993611E+004
  3.821968802746E-003  5.579345180646E+000 -4.207121634483E+002  2.805588013521E+004
  3.952969071365E-003  5.524471710342E+000 -4.170551014308E+002  2.777752924339E+004
  4.086194401465E-003  5.469155087912E+000 -4.133731124006E+002  2.749760758719E+004
  4.221645967311E-003  5.413414440734E+000 -4.096676110850E+002  2.721623501849E+004
  4.359324963032E-003  5.357268868469E+000 -4.059400062887E+002  2.693353082933E+004
  4.499232602637E-003  5.300737431832E+000 -4.021916999452E+002  2.664961366800E+004
  4.641370120046E-003  5.243839141555E+000 -3.984240861845E+002  2.636460145657E+004
  4.785738769107E-003  5.186592947545E+000 -3.946385504196E+002  2.607861130991E+004
  4.932339823620E-003  5.129017728262E+000 -3.908364684523E+002  2.579175945625E+004
  5.081174577366E-003  5.071132280313E+000 -3.870192055986E+002  2.550416115934E+004
  5.232244344123E-003  5.012955308278E+000 -3.831881158345E+002  2.521593064239E+004
  5.385550457700E-003  4.954505414766E+000 -3.793445409636E+002  2.492718101367E+004
  5.541094271954E-003  4.895801090726E+000 -3.754898098071E+002  2.463802419401E+004
  5.698877160821E-003  4.836860705996E+000 -3.716252374157E+002  2.434857084615E+004
  5.858900518340E-003  4.777702500126E+000 -3.677521243057E+002  2.405893030610E+004
  6.021165758677E-003  4.718344573454E+000 -3.638717557191E+002  2.376921051637E+004
  6.185674316155E-003  4.658804878454E+000 -3.599854009074E+002  2.347951796143E+004
  6.352427645281E-003  4.599101211367E+000 -3.560943124416E+002  2.318995760511E+004
  6.521427220771E-003  4.539251204107E+000 -3.521997255474E+002  2.290063283027E+004
  6.692674537578E-003  4.479272316455E+000 -3.483028574662E+002  2.261164538058E+004
  6.866171110922E-003  4.419181828539E+000 -3.444049068425E+002  2.232309530459E+004
  7.041918476319E-003  4.358996833617E+000 -3.405070531389E+002  2.203508090204E+004
  7.219918189607E-003  4.298734231145E+000 -3.366104560770E+002  2.174769867250E+004
  7.400171826978E-003  4.238410720154E+000 -3.327162551072E+002  2.146104326630E+004
  7.582680985007E-003  4.178042792923E+000 -3.288255689047E+002  2.117520743788E+004
  7.767447280681E-003  4.117646728959E+000 -3.249394948947E+002  2.089028200147E+004
  7.954472351431E-003  4.057238589282E+000 -3.210591088045E+002  2.060635578923E+004
  8.143757855163E-003  3.996834211011E+000 -3.171854642453E+002  2.032351561178E+004
  8.335305470290E-003  3.936449202267E+000 -3.133195923206E+002  2.004184622119E+004
  8.529116895761E-003  3.876098937375E+000 -3.094625012644E+002  1.976143027639E+004
  8.725193851094E-003  3.815798552370E+000 -3.056151761070E+002  1.948234831113E+004
  8.923538076412E-003  3.755562940822E+000 -3.017785783694E+002  1.920467870426E+004
  9.124151332472E-003  3.695406749949E+000 -2.979536457861E+002  1.892849765262E+004
  9.327035400700E-003  3.635344377047E+000 -2.941412920563E+002  1.865387914632E+004
  9.532192083224E-003  3.575389966213E+000 -2.903424066228E+002  1.838089494649E+004
  9.739623202909E-003  3.515557405368E+000 -2.865578544788E+002  1.810961456554E+004
  9.949330603391E-003  3.455860323581E+000 -2.827884760032E+002  1.784010524977E+004
  1.016131614911E-002  3.396312088682E+000 -2.790350868229E+002  1.757243196450E+004
  1.037558172536E-002  3.336925805162E+000 -2.752984777018E+002  1.730665738160E+004
  1.059212923829E-002  3.277714312365E+000 -2.715794144581E+002  1.704284186937E+004
  1.081096061499E-002  3.218690182957E+000 -2.678786379071E+002  1.678104348488E+004
  1.103207780347E-002  3.159865721675E+000 -2.641968638305E+002  1.652131796858E+004
  1.125548277275E-002  3.101252964344E+000 -2.605347829721E+002  1.626371874131E+004
  1.148117751287E-002  3.042863677168E+000 -2.568930610585E+002  1.600829690353E+004
  1.170916403493E-002  2.984709356275E+000 -2.532723388446E+002  1.575510123692E+004
  1.193944437113E-002  2.926801227525E+000 -2.496732321841E+002  1.550417820812E+004
  1.217202057481E-002  2.869150246561E+000 -2.460963321241E+002  1.525557197468E+004
  1.240689472050E-002  2.811767099110E+000 -2.425422050224E+002  1.500932439325E+004
  1.264406890393E-002  2.754662201521E+000 -2.390113926888E+002  1.476547502974E+004
  1.288354524211E-002  2.697845701527E+000 -2.355044125481E+002  1.452406117170E+004
  1.312532587331E-002  2.641327479239E+000 -2.320217578249E+002  1.428511784265E+004
  1.336941295720E-002  2.585117148352E+000 -2.285638977497E+002  1.404867781835E+004
