# 1st line: number of mesh points
# abcissa wavefunction wavefunction_1st wavefunction_2nd
1000
# Principal QN=   3 , l=   1 , Occupation=   5.0000
  2.462477732966E-006  3.588354327499E-004  1.457136225231E+002 -6.227537699260E+003
  9.849959442330E-006  1.435122237531E-003  1.456676236733E+002 -6.225650564994E+003
  2.216259066178E-005  3.228202140803E-003  1.455909888896E+002 -6.222506835824E+003
  3.940061395432E-005  5.736978709093E-003  1.454837630843E+002 -6.218108751622E+003
  6.156436892224E-005  8.959918381446E-003  1.453460090620E+002 -6.212459444134E+003
  8.865429222131E-005  1.289505191257E-002  1.451778074460E+002 -6.205562932912E+003
  1.206709175794E-004  1.753997622438E-002  1.449792565856E+002 -6.197424120101E+003
  1.576148758184E-004  2.289185666294E-002  1.447504724416E+002 -6.188048784081E+003
  1.994868948811E-004  2.894742965721E-002  1.444915884525E+002 -6.177443571982E+003
  2.462877998613E-004  3.570300577538E-002  1.442027553805E+002 -6.165615991088E+003
  2.980185130383E-004  4.315447317394E-002  1.438841411376E+002 -6.152574399134E+003
  3.546800539158E-004  5.129730143406E-002  1.435359305921E+002 -6.138327993524E+003
  4.162735392647E-004  6.012654577909E-002  1.431583253568E+002 -6.122886799487E+003
  4.828001831694E-004  6.963685166652E-002  1.427515435577E+002 -6.106261657184E+003
  5.542612970792E-004  7.982245974744E-002  1.423158195851E+002 -6.088464207806E+003
  6.306582898628E-004  9.067721118521E-002  1.418514038262E+002 -6.069506878666E+003
  7.119926678676E-004  1.021945533255E-001  1.413585623805E+002 -6.049402867328E+003
  7.982660349828E-004  1.143675457085E-001  1.408375767591E+002 -6.028166124798E+003
  8.894800927067E-004  1.271888664141E-001  1.402887435665E+002 -6.005811337797E+003
  9.856366402179E-004  1.406508187303E-001  1.397123741673E+002 -5.982353910157E+003
  1.086737574451E-003  1.547453381340E-001  1.391087943376E+002 -5.957809943376E+003
  1.192784890174E-003  1.694639995745E-001  1.384783439015E+002 -5.932196216349E+003
  1.303780680078E-003  1.847980250472E-001  1.378213763541E+002 -5.905530164329E+003
  1.419727134858E-003  2.007382914473E-001  1.371382584708E+002 -5.877829857144E+003
  1.540626543307E-003  2.172753386905E-001  1.364293699041E+002 -5.849113976712E+003
  1.666481292416E-003  2.343993780892E-001  1.356951027682E+002 -5.819401793890E+003
  1.797293867468E-003  2.521003009710E-001  1.349358612128E+002 -5.788713144701E+003
  1.933066852148E-003  2.703676875277E-001  1.341520609861E+002 -5.757068405974E+003
  2.073802928647E-003  2.891908158805E-001  1.333441289877E+002 -5.724488470443E+003
  2.219504877777E-003  3.085586713485E-001  1.325125028129E+002 -5.690994721352E+003
  2.370175579090E-003  3.284599559076E-001  1.316576302887E+002 -5.656609006595E+003
  2.525818010992E-003  3.488830978253E-001  1.307799690019E+002 -5.621353612450E+003
  2.686435250879E-003  3.698162614578E-001  1.298799858209E+002 -5.585251236943E+003
  2.852030475254E-003  3.912473571958E-001  1.289581564111E+002 -5.548324962886E+003
  3.022606959872E-003  4.131640515443E-001  1.280149647459E+002 -5.510598230642E+003
  3.198168079872E-003  4.355537773228E-001  1.270509026123E+002 -5.472094810651E+003
  3.378717309917E-003  4.584037439720E-001  1.260664691134E+002 -5.432838775772E+003
  3.564258224347E-003  4.817009479518E-001  1.250621701689E+002 -5.392854473478E+003
  3.754794497325E-003  5.054321832182E-001  1.240385180119E+002 -5.352166497959E+003
  3.950329902993E-003  5.295840517633E-001  1.229960306865E+002 -5.310799662168E+003
  4.150868315631E-003  5.541429742059E-001  1.219352315429E+002 -5.268778969865E+003
  4.356413709820E-003  5.790952004175E-001  1.208566487351E+002 -5.226129587691E+003
  4.566970160612E-003  6.044268201720E-001  1.197608147175E+002 -5.182876817331E+003
  4.782541843700E-003  6.301237738029E-001  1.186482657450E+002 -5.139046067797E+003
  5.003133035593E-003  6.561718628572E-001  1.175195413754E+002 -5.094662827882E+003
  5.228748113801E-003  6.825567607315E-001  1.163751839745E+002 -5.049752638828E+003
  5.459391557015E-003  7.092640232778E-001  1.152157382257E+002 -5.004341067238E+003
  5.695067945303E-003  7.362790993658E-001  1.140417506451E+002 -4.958453678289E+003
  5.935781960296E-003  7.635873413911E-001  1.128537691006E+002 -4.912116009277E+003
  6.181538385392E-003  7.911740157151E-001  1.116523423387E+002 -4.865353543533E+003
  6.432342105956E-003  8.190243130266E-001  1.104380195169E+002 -4.818191684750E+003
  6.688198109528E-003  8.471233586128E-001  1.092113497442E+002 -4.770655731759E+003
  6.949111486034E-003  8.754562225293E-001  1.079728816291E+002 -4.722770853789E+003
  7.215087428003E-003  9.040079296584E-001  1.067231628371E+002 -4.674562066237E+003
  7.486131230784E-003  9.327634696455E-001  1.054627396566E+002 -4.626054207003E+003
  7.762248292776E-003  9.617078067035E-001  1.041921565744E+002 -4.577271913391E+003
  8.043444115654E-003  9.908258892771E-001  1.029119558621E+002 -4.528239599638E+003
  8.329724304602E-003  1.020102659556E+000  1.016226771729E+002 -4.478981435074E+003
  8.621094568555E-003  1.049523062831E+000  1.003248571492E+002 -4.429521322957E+003
  8.917560720438E-003  1.079072056683E+000  9.901902904226E+001 -4.379882880003E+003
  9.219128677417E-003  1.108734620001E+000  9.770572234372E+001 -4.330089416634E+003
  9.525804461149E-003  1.138495761814E+000  9.638546242933E+001 -4.280163917966E+003
  9.837594198038E-003  1.168340529942E+000  9.505877021544E+001 -4.230129025566E+003
  1.015450411950E-002  1.198254019450E+000  9.372616182857E+001 -4.180007019989E+003
  1.047654056222E-002  1.228221380905E+000  9.238814828814E+001 -4.129819804110E+003
  1.080370996845E-002  1.258227828427E+000  9.104523520279E+001 -4.079588887283E+003
  1.113601888623E-002  1.288258647537E+000  8.969792248044E+001 -4.029335370318E+003
  1.147347396972E-002  1.318299202789E+000  8.834670405226E+001 -3.979079931312E+003
  1.181608197948E-002  1.348334945184E+000  8.699206761077E+001 -3.928842812325E+003
  1.216384978272E-002  1.378351419373E+000  8.563449436210E+001 -3.878643806923E+003
  1.251678435364E-002  1.408334270633E+000  8.427445879259E+001 -3.828502248589E+003
  1.287489277369E-002  1.438269251620E+000  8.291242844980E+001 -3.778437000010E+003
  1.323818223191E-002  1.468142228902E+000  8.154886373787E+001 -3.728466443240E+003
  1.360666002522E-002  1.497939189260E+000  8.018421772733E+001 -3.678608470748E+003
  1.398033355872E-002  1.527646245771E+000  7.881893597932E+001 -3.628880477342E+003
